X,Y,D,e8:ba:70:61:07:00,e8:ba:70:c2:41:92,e8:ba:70:61:25:54,e8:ba:70:c2:4e:32,e8:ba:70:61:25:50,e8:ba:70:61:25:53,e8:ba:70:9c:c7:33,e8:ba:70:9c:c7:35,e8:ba:70:c2:44:15,58:35:d9:aa:d5:e3,e8:ba:70:c2:44:12,e8:ba:70:61:07:03,58:35:d9:aa:d5:e5,e8:ba:70:61:07:02,58:35:d9:aa:99:e0,e8:ba:70:c2:44:35,e8:ba:70:c2:44:14,e8:ba:70:c2:4e:33,30:f7:72:5c:ed:28,e8:ba:70:c2:44:13,e8:ba:70:61:07:01,dc:a5:f4:b8:73:82,58:35:d9:aa:d5:e0,e8:ba:70:c2:44:31,58:35:d9:aa:d5:e2,14:dd:a9:70:e7:40,e8:ba:70:c2:41:95,e8:ba:70:c2:41:91,e8:ba:70:c2:4e:34,e8:ba:70:92:aa:b3,e8:ba:70:c2:41:93,58:35:d9:aa:d5:e4,58:35:d9:aa:99:e1,e8:ba:70:9c:c7:31,e8:ba:70:c2:44:33,e8:ba:70:c2:44:10,dc:a5:f4:b8:73:85,00:19:5b:1f:fd:30,e8:ba:70:61:07:04,e8:ba:70:9c:c7:32,58:35:d9:aa:99:e3,e8:ba:70:61:25:55,e8:ba:70:61:07:05,e8:ba:70:c2:41:90,e8:ba:70:c2:4e:30,e8:ba:70:c2:4e:35,00:26:5a:41:4e:88,58:35:d9:aa:d5:e1,e8:ba:70:c2:41:94,e8:ba:70:61:25:52,dc:a5:f4:b8:73:81,e8:ba:70:c2:4e:31,e8:ba:70:61:25:51,58:35:d9:aa:99:e2,00:26:5a:41:4e:8a,e8:ba:70:c2:44:11,14:dd:a9:70:cc:60,dc:a5:f4:b8:73:80,e8:ba:70:9c:c7:30,e8:ba:70:c2:44:34,e8:ba:70:9c:c7:34,48:ee:0c:ee:27:e4,e8:ba:70:c2:44:32,dc:a5:f4:b8:73:83,dc:a5:f4:b8:73:84,58:35:d9:aa:99:e4
9,8,3,0,-73,-62,-65,-62,-62,0,0,0,0,0,-63,0,0,0,0,0,-65,-83,0,0,-67,-85,0,0,-57,-73,-73,-66,0,-73,0,0,0,0,0,-68,0,-72,0,0,-62,0,-73,-65,-65,-73,0,0,-62,-68,-65,-62,0,0,0,-82,-67,0,0,0,-77,0,-68,-68,0
10,8,0,0,-73,-62,-73,-62,-62,0,0,0,0,0,-63,0,0,0,0,0,-65,-83,0,0,-64,-85,0,0,-52,-73,-73,-66,0,-73,0,0,0,0,0,-64,0,-72,0,0,-62,0,-73,-65,-65,-73,0,0,-62,-64,-65,-62,0,0,0,0,-64,0,0,0,-77,0,-68,-64,0
10,8,1,0,0,0,-73,0,-68,0,0,0,0,0,-63,0,0,0,0,0,0,0,0,0,-64,0,0,0,-60,-69,-69,0,0,0,0,0,0,0,0,-64,0,0,0,0,0,0,0,0,0,-70,0,0,0,-64,-71,0,0,0,0,-78,-65,0,0,0,0,0,-66,-65,0
10,8,2,0,0,0,-64,0,-68,0,0,0,0,0,-63,0,0,0,0,0,-62,-79,0,0,-72,0,0,0,-50,-69,-69,-62,0,0,0,0,0,0,0,-72,-80,0,0,0,-68,0,0,-62,-62,-62,0,0,-68,-72,-63,0,0,0,0,-78,-73,0,0,0,0,0,-73,-73,0
10,8,3,0,0,0,-63,0,-68,0,0,0,0,0,-63,0,0,0,0,0,-62,-79,0,0,-66,0,0,0,-55,-69,-69,-62,0,0,0,0,0,0,0,-66,-80,-69,0,0,-68,0,0,-62,-62,-67,0,0,-68,-66,-63,0,0,0,0,-78,-67,0,0,0,-71,0,-66,-66,0
11,8,0,-64,-70,0,-63,0,-68,0,0,0,0,0,-68,0,-65,0,0,0,-62,-79,0,-65,-68,0,0,0,-59,-70,-69,-62,0,-71,0,0,0,0,0,-68,-80,-65,0,0,-66,-65,-70,-62,-62,-63,0,-70,-68,-67,-63,0,0,0,0,-78,-68,0,0,0,-77,0,-67,-68,0
11,8,1,-64,-70,0,-63,0,0,0,0,0,0,0,-65,0,-65,0,0,0,-64,0,0,-65,-70,0,0,0,-63,-70,-71,-64,0,-71,0,0,0,0,0,-70,0,-65,0,0,-66,-65,-70,-64,-64,-60,0,-70,0,-70,-64,0,0,0,0,-79,-70,0,0,0,-77,0,-70,-71,0
11,8,2,-67,-70,0,-59,0,0,0,0,0,0,0,-65,0,-67,0,0,0,-60,0,0,-66,-75,0,0,0,-67,-70,-71,-60,0,-71,0,0,0,0,0,-70,0,-67,0,0,-66,-65,-70,-59,-60,-63,0,-70,0,-70,-60,0,0,0,0,-79,-74,0,0,0,-77,0,-70,-75,0
11,8,3,-67,-70,0,-63,0,0,0,0,0,0,0,-65,0,-67,0,0,0,-62,0,0,-66,-75,0,0,0,-65,-70,-71,-63,0,-71,0,0,0,0,0,-64,0,-67,0,0,-66,-65,-70,-63,-63,-67,0,-70,0,-70,-62,0,0,0,0,-79,-65,0,0,0,-76,0,-65,-75,0
12,8,0,-72,0,-64,-59,-64,-64,0,0,0,0,0,-65,0,-72,0,0,0,-58,0,0,-72,-72,0,0,0,-71,0,0,-59,0,0,0,0,0,0,0,-70,0,-72,0,0,-64,0,0,-59,-59,-71,0,0,-64,-72,-59,-64,0,0,0,0,-69,0,0,0,-76,0,-70,-72,0
12,8,1,-72,0,-64,-59,-64,-65,0,0,0,0,0,-65,0,-72,0,0,0,-59,0,0,-72,-70,0,0,0,-70,0,0,-59,0,0,0,0,0,0,0,-71,0,-72,0,0,-64,0,0,-59,-59,-69,0,0,-64,-71,-59,-64,0,0,0,0,-71,0,0,0,-76,0,-69,-71,0
12,8,2,-72,0,-64,-57,-64,-64,0,0,0,0,0,0,0,-72,0,0,0,-57,0,0,-72,-78,0,0,0,-64,0,0,-57,0,0,0,0,0,0,0,-71,0,-72,0,0,-64,0,0,-57,-57,-58,0,0,-64,-71,-57,-64,0,0,0,0,-77,0,0,0,-76,0,-69,-77,0
12,8,3,-61,0,0,-66,0,-64,0,0,0,0,0,-61,0,-62,0,0,0,-64,0,0,-62,-68,0,0,0,-64,0,0,-66,0,0,0,0,0,0,0,-69,0,-62,0,0,0,-62,0,-66,-66,-58,0,0,0,-68,-66,0,0,0,0,-84,-68,0,0,0,0,0,-69,-68,0
13,8,0,-62,0,0,-66,0,-64,-69,-69,0,0,0,-61,0,-62,0,0,0,-60,0,0,-62,-73,0,0,0,-60,0,0,-66,0,0,0,0,-69,0,0,-69,0,-62,0,0,0,-62,0,-66,-66,-61,0,0,0,-73,-66,-65,0,0,0,-84,-74,-69,0,0,-79,0,-73,-74,0
13,8,1,-62,0,0,-61,0,0,-70,-69,0,0,0,-61,0,-62,0,0,0,-64,0,0,-62,-65,0,0,0,-64,0,0,-61,0,0,0,0,-69,0,0,-69,0,-62,0,0,0,-62,0,-62,-61,-69,0,0,0,-65,-61,-65,0,0,0,-84,-66,-69,0,0,-75,0,-65,-66,0
13,8,2,-66,0,0,-61,0,0,-63,-63,0,0,0,-61,0,-66,0,0,0,-67,0,0,-62,-65,0,0,0,-62,0,0,-61,0,0,0,0,-63,0,0,-70,0,-66,-62,0,0,-62,0,-62,-61,-62,0,0,0,-65,-61,-66,0,0,0,-84,-66,-69,0,-63,-74,0,-69,-66,0
13,8,3,-62,0,0,-61,0,0,-70,-69,0,0,0,-61,0,-62,0,0,0,-64,0,0,-62,-65,0,0,0,-64,0,0,-61,0,0,0,0,-69,0,0,-69,0,-62,0,0,0,-62,0,-62,-61,-69,0,0,0,-65,-61,-65,0,0,0,-84,-66,-69,0,0,-75,0,-65,-66,0
14,8,0,-66,0,0,-69,0,0,-66,-66,0,0,0,-62,0,-66,0,0,0,-70,0,0,0,-68,0,0,0,-61,0,0,-69,0,0,0,0,-66,0,0,-69,0,-66,-66,0,0,-62,0,-69,-69,-60,0,0,0,-69,-69,-66,0,0,0,0,-69,-69,0,-66,-80,0,-70,-69,0
14,8,1,0,0,0,-69,0,0,-66,-66,0,0,0,-61,0,-62,0,0,0,-70,0,0,0,-70,0,0,0,-60,0,0,-69,0,0,0,0,-66,0,0,-70,0,-62,-66,0,0,-62,0,-69,-69,-68,0,0,0,-71,-69,0,0,0,0,0,-71,0,0,-66,-80,0,-71,-71,0
14,8,2,-62,0,0,-69,0,0,-66,-66,0,0,0,-65,0,-62,0,0,0,-70,0,0,-63,-70,0,0,0,-70,0,0,-69,0,0,0,0,-66,0,0,-70,0,-62,-66,0,0,-62,0,-69,-69,-72,0,0,0,-71,-69,0,0,0,0,0,-71,-67,0,-66,-77,0,-71,-71,0
14,8,3,-62,0,0,-69,0,0,-66,-66,0,0,0,-65,0,-62,0,0,0,-70,0,0,-63,-70,0,0,0,-70,0,0,-69,0,0,0,0,-66,0,0,-70,0,-62,-66,0,0,-62,0,-69,-69,-72,0,0,0,-71,-69,0,0,0,0,0,-71,-67,0,-66,-77,0,-71,-71,0
