X,Y,D,e8:ba:70:61:07:00,e8:ba:70:c2:41:92,e8:ba:70:61:25:54,e8:ba:70:c2:4e:32,e8:ba:70:61:25:50,e8:ba:70:61:25:53,e8:ba:70:9c:c7:33,e8:ba:70:9c:c7:35,e8:ba:70:c2:44:15,58:35:d9:aa:d5:e3,e8:ba:70:c2:44:12,e8:ba:70:61:07:03,58:35:d9:aa:d5:e5,e8:ba:70:61:07:02,58:35:d9:aa:99:e0,e8:ba:70:c2:44:35,e8:ba:70:c2:44:14,e8:ba:70:c2:4e:33,30:f7:72:5c:ed:28,e8:ba:70:c2:44:13,e8:ba:70:61:07:01,dc:a5:f4:b8:73:82,58:35:d9:aa:d5:e0,e8:ba:70:c2:44:31,58:35:d9:aa:d5:e2,14:dd:a9:70:e7:40,e8:ba:70:c2:41:95,e8:ba:70:c2:41:91,e8:ba:70:c2:4e:34,e8:ba:70:92:aa:b3,e8:ba:70:c2:41:93,58:35:d9:aa:d5:e4,58:35:d9:aa:99:e1,e8:ba:70:9c:c7:31,e8:ba:70:c2:44:33,e8:ba:70:c2:44:10,dc:a5:f4:b8:73:85,00:19:5b:1f:fd:30,e8:ba:70:61:07:04,e8:ba:70:9c:c7:32,58:35:d9:aa:99:e3,e8:ba:70:61:25:55,e8:ba:70:61:07:05,e8:ba:70:c2:41:90,e8:ba:70:c2:4e:30,e8:ba:70:c2:4e:35,00:26:5a:41:4e:88,58:35:d9:aa:d5:e1,e8:ba:70:c2:41:94,e8:ba:70:61:25:52,dc:a5:f4:b8:73:81,e8:ba:70:c2:4e:31,e8:ba:70:61:25:51,58:35:d9:aa:99:e2,00:26:5a:41:4e:8a,e8:ba:70:c2:44:11,14:dd:a9:70:cc:60,dc:a5:f4:b8:73:80,e8:ba:70:9c:c7:30,e8:ba:70:c2:44:34,e8:ba:70:9c:c7:34,48:ee:0c:ee:27:e4,e8:ba:70:c2:44:32,dc:a5:f4:b8:73:83,dc:a5:f4:b8:73:84,58:35:d9:aa:99:e4
10,5,0,-65,-64,0,-61,0,0,0,0,0,0,0,-63,0,-65,0,0,0,-61,-77,0,-66,-68,0,0,0,-56,-69,-69,-61,0,-69,0,0,0,0,0,-68,0,-65,0,0,0,-65,-64,-61,-61,-66,0,-70,0,-68,-61,0,0,0,0,0,-68,0,0,0,-67,0,-69,-68,0
10,5,1,-65,-63,0,-69,0,0,0,0,0,0,0,-66,0,-65,0,0,0,-69,-82,0,-66,-68,0,0,0,-56,-64,-64,-69,0,-64,0,0,0,0,0,-68,0,-65,0,0,0,-65,-63,-61,-61,-69,0,-64,0,-68,-69,0,0,0,0,-69,-68,0,0,0,-73,0,-71,-68,0
10,5,2,-65,-65,0,-69,0,0,0,0,0,0,0,-73,0,-65,0,0,0,-69,-75,0,-66,-71,0,0,0,-49,-65,-66,-69,0,-65,0,0,0,0,0,-68,-88,-65,0,0,0,-65,-66,-61,-61,-62,0,-65,0,-71,-69,0,0,0,0,-76,-71,0,0,0,-68,0,-71,-71,0
10,5,3,-65,-69,0,-64,0,0,0,0,0,0,0,-66,0,-62,0,0,0,-64,-75,0,-62,-63,0,0,0,-54,-65,-66,-64,0,-69,0,0,0,0,0,-60,-88,-62,0,0,0,-62,-69,-63,-63,-66,0,-69,0,-63,-64,0,0,0,0,-76,-63,0,0,0,-74,0,-63,-63,0
11,5,0,-59,-69,0,-64,0,0,0,0,0,0,0,-62,0,-59,0,0,0,-64,-75,0,-59,-57,0,0,0,-58,-74,-66,-63,0,-69,0,0,-65,0,0,-60,-88,-59,0,0,0,-59,-69,-62,-64,-68,0,-69,0,-57,-64,0,0,0,0,-75,-63,0,0,0,-75,0,-63,-63,0
11,5,1,-59,0,0,-64,0,0,0,0,0,0,0,-59,0,-59,0,0,0,-64,0,0,-59,-64,0,0,0,-53,-74,-68,-63,0,0,0,0,-65,0,0,-65,0,-59,0,0,0,-59,0,-62,-64,-71,0,0,0,-63,-64,0,0,0,0,-74,-64,0,0,0,-75,0,-65,-64,0
11,5,2,-60,-72,0,-64,0,0,0,0,0,0,0,-67,0,-60,0,0,0,-67,0,0,-59,-65,0,0,0,-49,-73,-68,-67,0,-72,0,0,-65,0,0,-65,0,-60,0,0,0,-60,0,-66,-68,-63,0,0,0,-65,-67,0,0,0,0,-76,-65,0,0,0,-75,0,-65,-65,0
11,5,3,-60,-72,0,-60,0,0,0,0,0,0,0,-67,0,-59,0,0,0,-61,0,0,-59,-65,0,0,0,-57,-73,-68,-61,0,-72,0,0,-65,0,0,-65,0,-59,0,0,0,-60,0,-61,-61,-67,0,0,0,-65,-61,0,0,0,0,-77,-65,0,0,0,-71,0,-66,-65,0
12,5,0,-60,-72,0,-62,0,0,-67,-66,0,0,0,-60,0,-65,0,0,0,-62,0,0,-59,-57,0,0,0,-56,-73,-68,-62,0,-72,0,0,-66,0,0,-57,0,-59,-67,0,0,-60,0,-62,-62,-63,0,0,0,-57,-62,0,0,0,0,-77,-57,0,0,0,-75,0,-57,-57,0
12,5,1,-60,0,0,-65,0,0,-67,-66,0,0,0,-60,0,-65,0,0,0,-65,0,0,-59,-61,0,0,0,-50,0,0,-64,0,0,0,0,-66,0,0,-61,0,-59,-67,0,0,-60,0,-65,-65,-69,0,0,0,-61,-65,0,0,0,0,-76,-61,0,0,0,-75,0,-61,-61,0
12,5,2,-62,0,0,-64,0,0,-67,-66,0,0,0,-66,0,-62,0,0,0,-64,0,0,-62,-61,0,0,0,-51,0,0,-64,0,0,0,0,-66,0,0,-68,0,-62,-67,0,0,-62,0,-64,-65,-64,0,0,0,-61,-64,0,0,0,0,-76,-68,0,0,0,-77,0,-68,-61,0
12,5,3,-62,0,0,-62,0,0,-67,-66,0,0,0,-61,0,-61,0,0,0,-62,0,0,-62,-55,0,0,0,-55,0,0,-62,0,0,0,0,-66,0,0,-68,0,-61,-67,0,0,-62,0,-62,-62,-60,0,0,0,-61,-62,0,0,0,0,-76,-68,0,0,0,-77,0,-68,-56,0
13,5,0,-61,-72,0,-70,0,0,0,0,0,0,0,-60,0,-61,0,0,0,-70,0,0,-61,-55,0,0,0,-54,-73,-74,-70,0,-74,0,0,0,0,0,-68,0,-61,0,0,0,-62,0,-70,-70,-63,0,0,0,-61,-70,0,0,0,0,-83,-68,0,0,0,-71,0,-68,-56,0
13,5,1,-61,-72,0,-70,0,0,0,0,0,0,0,-60,0,-61,0,0,0,-70,0,0,-61,-55,0,0,0,-51,-73,-74,-68,0,-74,0,0,0,0,0,0,0,-61,0,0,0,-62,0,-70,-67,-70,0,-72,0,0,-70,0,0,0,0,-80,-75,0,0,0,-71,0,0,-56,0
13,5,2,-61,-72,0,-68,0,0,0,0,0,0,0,-60,0,-61,0,0,0,-69,0,0,-65,-72,0,0,0,-61,-73,-74,-68,0,-74,0,0,0,0,0,-72,0,-61,-75,0,0,-62,0,-69,-68,-62,0,-72,0,-72,-69,0,0,0,0,-80,-72,0,0,0,-79,0,-71,-72,0
13,5,3,-57,-72,0,-64,0,0,0,0,0,0,0,-66,0,-57,0,0,0,-63,-79,0,-65,-71,0,0,0,-56,-73,-74,-63,0,-74,0,0,0,0,0,-71,0,-57,-75,0,0,-62,0,-63,-63,-63,0,-72,0,-71,-63,0,0,0,0,-76,-71,0,0,0,-76,0,-71,-71,0
14,5,0,-57,0,0,-68,0,0,0,0,0,0,0,-66,0,-57,0,0,0,-68,-79,0,-65,-71,0,0,0,-56,0,0,-68,0,0,0,0,0,0,0,-71,0,-57,-75,0,0,0,0,-68,-68,-60,0,0,0,-71,-68,0,0,0,0,-76,-72,0,0,0,-76,0,-71,-72,0
14,5,1,0,0,0,-68,0,0,0,0,0,0,0,-67,0,0,0,0,0,-68,0,0,-61,-68,0,0,0,-53,0,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,-61,0,-68,-68,-60,0,0,0,-71,-68,0,0,0,0,-80,-72,0,0,0,0,0,0,-72,0
14,5,2,0,0,0,-70,0,0,0,0,0,0,0,-61,0,0,0,0,0,-68,0,0,-61,-74,0,0,0,-55,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,-61,0,-68,-70,-58,0,0,0,-75,-68,0,0,0,0,-81,-72,0,0,0,0,0,0,-72,0
14,5,3,0,0,0,-70,0,0,0,0,0,0,0,-61,0,0,0,0,0,0,0,0,-61,-74,0,0,0,-58,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,-61,0,0,-70,-56,0,0,0,-73,0,0,0,0,0,-81,0,0,0,0,0,0,0,0,0
9,6,0,0,-69,0,-69,0,0,0,0,0,0,0,-61,0,0,0,0,0,-69,0,0,-61,-74,0,0,0,-56,-69,-70,-69,0,-70,0,0,0,0,0,0,-83,0,0,0,0,-61,-69,-69,-69,-73,0,-69,0,-70,-69,0,0,0,0,-81,0,0,0,0,-80,0,-71,0,0
9,6,1,0,-69,-69,-69,0,-68,0,0,0,0,0,-61,0,0,0,0,0,-69,-82,0,0,-71,0,0,0,-44,-66,-66,-69,0,-66,0,0,0,0,0,0,-83,0,0,0,-69,0,-66,-69,-69,-73,0,-66,0,-70,-69,0,0,0,0,0,-71,0,0,0,-80,0,-73,-71,0
9,6,2,0,-69,-69,-65,0,-68,0,0,0,0,0,0,0,0,0,0,0,-65,-82,0,0,-71,0,0,0,-45,-65,-65,-65,0,-65,0,0,0,0,0,-75,-83,0,0,0,-69,0,-66,-65,-65,-67,0,-65,0,-74,-65,0,0,0,0,0,-71,0,0,0,-80,0,-77,-71,0
9,6,3,-66,-67,-69,-61,0,-68,0,0,0,0,0,-66,0,-65,0,0,0,-61,-82,0,-65,-71,0,0,0,-49,-66,-66,-61,0,-66,0,0,0,0,0,-73,-83,-66,0,0,-69,-66,-66,-61,-61,-67,0,-65,0,-74,-61,0,0,0,0,-75,-72,0,0,0,0,0,-72,-71,0
10,6,0,-66,-67,-69,-61,0,-68,0,0,0,0,0,-66,0,-65,0,0,0,-61,-82,0,-65,-63,0,0,0,-52,-66,-66,-61,0,-66,0,0,0,0,0,-64,-83,-66,0,0,-69,-66,-66,-65,-65,-69,0,-65,0,-74,-61,0,0,0,0,-75,-64,0,0,0,-74,0,-64,-61,0
10,6,1,-66,-67,0,-68,0,0,0,0,0,0,0,-66,0,-65,0,0,0,-67,0,0,-65,-62,0,0,0,-52,-68,-69,-66,0,-68,0,0,0,0,0,-62,-83,-66,0,0,0,-66,0,-65,-66,-70,0,-68,0,-62,-67,0,0,0,0,-75,-62,0,0,0,-74,0,-62,-61,0
10,6,2,-66,-67,0,-66,0,0,0,0,0,0,0,-66,0,-65,0,0,0,-66,0,0,-65,-66,0,0,0,-48,-68,-68,-66,0,-67,0,0,0,0,0,-66,-83,-68,0,0,0,-66,-68,-65,-66,-72,0,-68,0,-66,-66,0,0,0,0,-75,-66,0,0,0,-74,0,-64,-64,0
10,6,3,-61,-69,0,-62,0,0,0,0,0,0,0,-61,0,0,0,0,0,-62,0,0,-60,-60,0,0,0,-57,-69,-68,-62,0,-69,0,0,0,0,0,-61,0,-68,0,0,0,-63,-69,-62,-62,-65,0,-69,0,-61,-62,0,0,0,0,0,-59,0,0,0,-74,0,-67,-60,0
10,6,3,-61,-69,0,-63,0,0,0,0,0,0,0,-61,0,0,0,0,0,-64,0,0,-60,-60,0,0,0,-53,-69,-68,-63,0,-69,0,0,0,0,0,-60,0,-68,0,0,0,-63,-69,-64,-64,-75,0,-69,0,-61,-64,0,0,0,0,0,-59,0,0,0,-76,0,-67,-60,0
10,6,0,0,0,0,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,-65,0,0,0,-58,0,0,0,-56,0,-69,-65,0,0,0,0,0,0,0,-60,0,0,0,0,0,0,0,-65,-65,-67,0,-69,0,0,-64,0,0,0,0,0,-58,0,0,0,-77,0,-67,-58,0
10,6,1,0,-68,-66,-65,0,-66,0,0,0,0,0,0,0,0,0,0,0,-65,-82,0,0,-65,0,0,0,-50,-68,-68,-65,0,-68,0,0,0,0,0,-66,0,0,0,0,-66,0,-68,-65,-65,-71,0,-68,0,-66,-64,-66,0,0,0,0,-65,0,0,0,-77,0,-58,-65,0
10,6,2,-66,-70,-66,-58,0,-66,-74,0,0,0,0,-66,0,0,0,0,0,-59,-82,0,0,-67,0,0,0,-47,-70,-70,-58,0,-70,0,0,0,0,0,-67,0,0,0,0,-66,-66,-70,-59,-58,-66,0,-70,0,-66,-58,-66,0,0,0,0,-67,0,0,0,-73,0,-58,-67,0
10,6,3,-66,-68,-66,-58,0,-66,-74,0,0,0,0,-66,0,0,0,0,0,-59,-82,0,0,-67,0,0,0,-50,-68,-68,-58,0,-68,0,0,0,0,0,-67,-82,0,0,0,-66,-66,-70,-59,-58,-70,0,-70,0,-63,-58,-66,0,0,0,0,-64,0,0,0,-73,0,-64,-67,0
11,6,0,-66,-68,-66,-61,0,-66,-74,0,0,0,0,-66,0,-65,0,0,0,-61,-82,0,0,-64,0,0,0,-55,-68,-68,-61,0,-68,0,0,0,0,0,-66,-82,-65,0,0,-66,-66,-70,-61,-61,-64,0,-70,0,-65,-61,-66,0,0,0,0,-64,0,0,0,-73,0,-60,-65,0
11,6,1,0,-68,0,-66,0,0,0,0,0,0,0,0,0,-65,0,0,0,-65,-81,0,0,-64,0,0,0,-53,-69,-69,-65,0,-69,0,0,0,0,0,-64,-82,-65,0,0,0,0,0,-65,-66,-76,0,-69,0,-65,-65,0,0,0,0,0,-64,0,0,0,0,0,-59,-64,0
11,6,2,0,-68,0,-63,0,0,-66,-66,0,0,0,0,0,-65,0,0,0,-63,-81,0,0,-68,0,0,0,-47,-69,-69,-62,0,-69,0,0,-66,0,0,-68,-82,-65,0,0,0,0,0,-62,-63,-70,0,-69,0,-67,-63,0,0,0,0,-74,-68,-66,0,0,-73,0,-66,-67,0
11,6,3,-67,-68,0,-62,0,0,-66,-66,0,0,0,0,0,-65,0,0,0,-62,-81,0,-66,-68,0,0,0,-51,-69,-69,-62,0,-69,0,0,-66,0,0,-59,0,-65,0,0,0,0,0,-62,-62,-68,0,-69,0,-67,-62,0,0,0,0,-74,-59,-66,0,0,-73,0,-69,-67,0
12,6,0,-67,-68,0,-63,0,0,-66,-66,0,0,0,0,0,-61,0,0,0,-63,-81,0,-66,-65,0,0,0,-56,-69,-69,-63,0,-69,0,0,-66,0,0,-64,0,-61,0,0,0,0,0,-64,-63,-61,0,-69,0,-65,-63,0,0,0,0,-85,-64,-66,0,0,-71,0,-60,-66,0
12,6,1,-67,0,0,-63,0,0,0,0,0,0,0,-90,0,-61,0,0,0,-63,0,0,-68,-63,0,0,0,-47,0,0,-63,0,0,0,0,0,0,0,-64,0,-61,0,0,0,0,0,-64,-63,-70,0,0,0,-64,-63,0,0,0,0,-80,-64,0,0,0,-71,0,-63,-66,0
12,6,2,-68,0,0,-67,0,0,0,0,0,0,0,-69,0,-68,0,0,0,-67,-82,0,-68,-71,0,0,0,-49,0,0,-66,0,0,0,0,-73,0,0,-73,0,-68,0,0,0,-68,0,-67,-67,-60,0,0,0,-71,-67,0,0,0,0,-80,-74,0,0,0,-79,0,-71,-74,0
12,6,3,-68,0,0,-63,0,0,0,0,0,-80,0,-65,0,-61,0,0,0,-63,-78,0,-61,-61,0,0,0,-48,0,0,-62,0,0,0,0,-73,0,0,-62,0,-61,0,0,0,-68,0,-63,-63,-60,0,0,0,-62,-62,0,0,0,0,-80,-62,0,0,0,-75,0,-61,-62,0
13,6,0,-68,0,0,-63,0,0,-59,-59,0,-80,0,-61,0,-63,0,0,0,-63,-78,0,-61,-69,0,0,0,-53,0,0,-62,0,0,0,0,-59,0,0,-69,0,-61,-59,0,0,-64,0,-63,-63,-62,0,0,0,-69,-62,0,0,0,0,-80,-68,-59,0,-59,-71,0,-68,-69,0
13,6,1,0,0,-68,-70,0,0,-59,-59,0,-80,0,-61,0,-63,0,0,0,-70,-79,0,-61,-66,0,0,0,-54,0,0,-70,0,0,0,0,-59,0,0,-67,0,-61,-59,0,0,-64,0,-70,-70,-61,0,0,0,-65,-70,0,0,0,0,-76,-69,-59,0,-59,-71,0,-67,-69,0
13,6,2,0,0,-68,-68,0,0,-59,-59,0,-80,0,-67,0,-63,0,0,0,-68,-79,0,-64,-66,0,0,0,-57,0,0,-68,0,0,0,0,-59,0,0,-67,0,-65,-59,0,0,-64,0,-68,-68,-56,0,0,0,-74,-68,0,0,0,0,-76,-69,-59,0,-59,-70,0,-67,-69,0
13,6,3,-66,0,-68,-67,0,0,0,0,0,0,0,-65,0,0,0,0,0,-67,-78,0,-64,-69,0,0,0,-54,0,0,-67,0,0,0,0,0,0,0,-69,0,-65,0,0,0,-64,0,-67,-67,-64,0,0,0,-70,-67,0,0,0,0,-76,-69,0,0,0,-74,0,-69,-69,0
14,6,0,-66,0,-68,-71,0,0,0,0,0,0,0,-61,0,0,0,0,0,-67,-78,0,-64,-72,0,0,0,-73,0,0,-67,0,0,0,0,0,0,0,-72,0,-65,0,0,0,-64,0,-67,-67,-59,0,0,0,-72,-67,0,0,0,0,-76,-71,0,0,0,-82,0,-72,-72,0
14,6,1,-64,0,0,-70,0,0,0,0,0,0,0,-65,0,-64,0,0,0,-67,-78,0,-64,-64,0,0,0,-69,0,0,-69,0,0,0,0,0,0,0,-64,0,-64,0,0,0,-64,0,-67,-67,-59,0,0,0,-64,-67,0,0,0,0,0,-63,0,0,0,-82,0,-64,-62,0
14,6,2,-64,0,0,-70,0,0,0,0,0,0,0,-64,0,-64,0,0,0,-67,-78,0,-64,-61,0,0,0,-65,0,0,-69,0,0,0,0,0,0,0,-61,0,-60,0,0,0,-64,0,-67,-67,-61,0,0,0,-61,-67,0,0,0,0,0,-59,0,0,0,-82,0,-61,-61,0
14,6,3,-60,0,0,-66,0,0,0,0,0,0,0,-61,0,-60,0,0,0,-65,0,0,-60,-71,0,0,0,-61,0,0,-65,0,0,0,0,0,0,0,-61,0,-60,0,0,0,-60,0,-65,-65,-49,0,0,0,-61,-65,0,0,0,0,0,-71,0,0,0,-79,0,-61,-72,0
14,6,3,-60,-67,0,-68,0,0,0,0,0,0,0,-61,0,-60,0,0,0,-67,0,0,-60,-71,0,0,0,-51,0,-67,-67,0,-68,0,0,0,0,0,-61,0,-60,0,0,0,-60,-67,-67,-68,-74,0,0,0,-68,-67,0,0,0,0,0,-71,0,0,0,-79,0,-67,-72,0
9,7,0,0,-67,0,-68,0,0,0,0,0,0,0,-61,0,0,0,0,0,-67,0,0,0,-81,0,0,0,-58,0,-67,-67,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,-67,-67,-68,-74,0,0,-62,-68,-67,-62,0,0,0,-77,0,0,0,0,0,0,-67,0,0
9,7,1,0,-65,0,0,-65,-68,0,0,0,0,0,-61,0,0,0,0,0,0,-85,0,0,-63,0,0,0,-49,-66,-65,0,0,-63,0,0,0,0,0,-65,0,0,0,0,0,0,-64,0,0,-82,0,-65,-64,-64,0,-64,0,0,0,-77,-64,0,0,0,-81,0,-64,-65,0
9,7,2,0,-65,0,-69,-65,-68,0,0,0,0,0,0,0,0,0,0,0,-69,-85,0,0,-61,0,0,0,-48,-66,-65,-69,0,-63,0,0,0,0,0,-64,0,0,0,0,0,0,-64,-69,-70,-70,0,-65,-64,-64,-69,-64,0,0,0,-77,-64,0,0,0,-81,0,-64,-64,0
9,7,3,0,-65,0,-69,-65,-68,0,0,0,0,0,-64,0,0,0,0,0,-67,-85,0,0,-61,0,0,0,-48,-66,-65,-69,0,-63,0,0,0,0,0,-64,0,0,0,0,0,0,-64,-69,-70,-67,0,-65,-64,-64,-69,-64,0,0,0,-77,-64,0,0,0,-81,0,-64,-64,0
10,7,0,0,-65,0,-69,-65,-68,0,0,0,0,0,-64,0,-68,0,0,0,-67,-85,0,0,-69,0,0,0,-58,-66,-65,-71,0,-63,0,0,0,0,0,-70,0,0,0,0,0,0,-64,-69,-70,-69,0,-65,-64,-71,-69,-64,0,0,0,-77,-70,0,0,0,-81,0,-70,-70,0
10,7,1,-72,-68,0,-71,0,0,0,0,0,0,0,-64,0,-71,0,0,0,0,0,0,0,-69,0,0,0,-52,-68,-68,-71,0,-68,0,0,0,0,0,-70,0,0,0,0,0,-72,-68,-71,-71,-79,0,-69,0,-71,-71,0,0,0,0,0,-70,0,0,0,0,0,-71,-70,0
10,7,2,-66,-68,0,-65,0,0,0,0,0,0,0,-71,0,-65,0,0,0,-64,0,0,-67,-69,0,0,0,-52,-68,-68,-65,0,-68,0,0,0,0,0,-70,0,-65,0,0,0,-68,-68,-65,-65,-65,0,-69,0,-73,-65,0,0,0,0,0,-70,0,0,0,0,0,-71,-70,0
10,7,2,-69,-68,-72,-65,-71,-71,-70,0,0,0,0,-71,0,-69,0,0,0,-64,0,0,-67,-64,0,0,0,-48,-68,-68,-65,0,-68,-87,0,-70,0,0,-64,-86,-69,0,0,-71,-68,-68,-65,-65,-67,0,-69,0,-65,-65,0,0,0,0,-88,-64,0,0,0,-84,0,-65,-65,0
10,7,3,-65,-74,-72,-62,-71,-71,-70,0,0,0,0,-65,0,-69,0,0,0,-62,-82,0,-67,-62,0,0,0,-50,-68,-68,-61,0,-68,-87,0,-70,0,0,-63,-86,-69,0,0,-71,-68,-68,-62,-62,-63,0,-69,0,-62,-62,0,0,0,0,-88,-63,0,0,0,-76,0,-62,-63,0
11,7,0,-65,-74,-72,-69,-71,-71,-70,0,0,0,0,-65,0,-69,0,0,0,-70,-82,0,-67,-59,0,0,0,-46,0,0,-69,0,0,-87,0,-70,0,0,-58,-86,-69,0,0,-71,-68,0,-62,-70,-73,0,0,0,-62,-69,0,0,0,0,-77,-59,0,0,0,-81,0,-60,-60,0
11,7,1,-67,-69,0,-69,0,0,0,0,0,0,0,-65,0,0,0,0,0,-70,0,0,0,-67,0,0,0,-47,0,-69,-69,0,-69,0,0,0,0,0,-67,0,0,0,0,0,0,0,-70,-70,-74,0,0,0,-70,-69,0,0,0,0,-77,-67,0,0,0,-81,0,-68,-67,0
11,7,2,-65,-69,0,-59,0,0,0,0,0,0,0,-69,0,-64,0,0,0,-59,0,0,-65,-70,0,0,0,-50,0,-69,-59,0,-69,0,0,0,0,0,-70,0,-65,0,0,0,-65,0,-59,-60,-67,0,0,0,-70,-59,0,0,0,0,-78,-70,0,0,0,-73,0,-69,-70,0
11,7,3,-65,-69,0,-64,0,0,0,0,0,0,0,-69,0,-64,0,0,0,-63,0,0,-65,-66,0,0,0,-57,0,-69,-63,0,-69,0,0,0,0,0,-66,0,-69,0,0,0,-65,0,-64,-64,-69,0,0,0,-66,-64,0,0,0,0,-82,-65,0,0,0,-73,0,-65,-64,0
12,7,0,-65,-69,-69,-64,0,0,0,0,0,-88,0,-69,0,-64,0,0,0,-63,0,0,-65,-65,0,0,0,-54,0,-69,-63,0,-69,0,0,0,0,0,-65,0,-69,0,0,0,-65,0,-64,-70,-65,0,0,0,-65,-64,0,0,0,0,-82,-64,0,0,0,-73,0,-64,-64,0
12,7,1,-69,0,-68,-63,0,0,0,0,0,-88,0,-69,0,-69,0,0,0,-63,0,0,-70,-70,0,0,0,-58,0,0,-63,0,0,0,0,0,0,0,-71,0,-70,0,0,0,-70,0,-63,-65,-61,0,0,-68,-70,-63,-68,0,0,0,-82,-71,0,0,0,0,0,-71,-71,0
12,7,2,-69,0,-68,-59,0,-66,-68,0,0,-88,0,-68,0,-69,0,0,0,-59,0,0,-70,-70,0,0,0,-54,0,0,-59,0,0,0,0,0,0,0,-70,0,-70,0,0,0,-70,0,-59,-59,-58,0,0,-67,-70,-59,-68,0,0,0,0,-70,0,0,-68,-80,0,-70,-70,0
12,7,3,-63,0,-68,-63,0,-66,-68,0,0,-88,0,-71,0,-64,0,0,0,-63,-80,0,-64,-64,0,0,0,-61,0,0,-63,0,0,0,0,0,0,0,-64,0,-63,0,0,0,-63,0,-63,-63,-58,0,0,-67,-64,-63,-68,0,0,0,0,-65,0,0,-68,-80,0,-64,-64,0
13,7,0,-65,0,-68,-67,0,-66,-63,-63,0,0,0,-62,0,-66,0,0,0,-66,-80,0,-65,-68,0,0,0,-54,0,0,-66,0,0,0,0,-63,0,0,-64,0,-66,-63,0,0,-66,0,-66,-67,-61,0,0,-67,-68,-67,-68,0,0,0,-77,-65,0,0,-63,-71,0,-64,-64,0
13,7,1,-65,0,0,-62,0,0,-63,-63,0,0,0,-65,0,-66,0,0,0,-62,0,0,-65,-64,0,0,0,-63,0,0,-62,0,0,0,0,-63,0,0,-64,0,-66,-63,0,0,-66,0,-62,-62,-63,0,0,0,-64,-62,0,0,0,0,-79,-62,0,0,-63,-71,0,-64,-64,0
13,7,2,-65,0,0,-66,0,-69,-64,-64,0,0,0,-65,0,-66,0,0,0,-66,0,0,-65,-72,0,0,0,-63,0,0,-66,0,0,0,0,-64,0,0,-72,0,-66,-64,0,-68,-66,0,-62,-66,-57,0,0,0,-72,-66,0,0,0,0,-79,-72,-65,0,-64,-71,0,-72,-72,0
13,7,3,-64,0,0,-60,0,-69,-64,-64,0,0,0,-67,0,-64,0,0,0,-60,-79,0,-64,-69,-88,0,0,-59,0,0,-60,0,0,0,0,-64,0,0,-69,0,-64,-64,0,-68,-64,0,-59,-60,-54,0,0,0,-70,-60,0,0,0,0,-79,-69,-65,0,-64,-75,0,-72,-70,0
14,7,0,-64,0,0,-60,0,-69,-67,-66,0,0,0,-61,0,-64,0,0,0,-68,-79,0,-64,-69,-88,0,0,-67,0,0,-68,0,0,0,0,-67,0,0,-70,0,-64,-67,0,-68,-64,0,-59,-68,-54,0,0,0,-70,-68,0,0,0,0,-79,-70,-65,0,-64,-75,0,-71,-70,0
14,7,1,-64,0,0,-71,0,0,-67,-66,0,0,0,-68,0,-64,0,0,0,-70,-76,0,-64,-59,-88,0,0,-63,0,0,-70,0,0,0,0,-67,0,0,-61,0,-63,-67,0,0,-64,0,-71,-70,-65,0,0,0,-61,-71,0,0,0,0,0,-61,0,0,0,-75,0,-61,-59,0
14,7,2,-64,0,0,-71,0,0,-66,-66,0,0,0,-65,0,-66,0,0,0,-70,-76,0,-64,-59,-88,0,0,-63,0,0,-70,0,0,0,0,-67,0,0,-61,0,-63,-66,0,0,-64,0,-71,-70,-64,0,0,0,-61,-71,0,0,0,0,0,-61,0,0,0,-77,0,-71,-59,0
14,7,3,-61,0,0,-66,0,0,-66,-66,0,0,0,-63,0,-62,0,0,0,-66,-76,0,-61,-68,0,0,0,-63,0,0,-65,0,0,0,0,0,0,0,-61,0,-62,-66,0,0,-62,0,-65,-65,-60,0,0,0,-68,-66,0,0,0,0,0,-69,0,0,0,-80,0,-71,-68,0
9,8,0,-61,0,-65,-66,-64,-64,-66,-66,0,0,0,-63,0,-62,0,0,0,-66,0,0,-61,-63,0,0,0,-55,0,0,-65,0,0,0,0,0,0,0,-63,0,-62,-66,0,-64,-62,0,-65,-65,-74,0,0,-64,-63,-66,-64,0,0,0,-82,-63,0,0,0,-80,0,-63,-63,0
9,8,1,0,0,-65,0,-64,-64,0,0,0,0,0,-63,0,0,0,0,0,0,0,0,0,-66,0,0,0,-54,-74,0,0,0,0,0,0,0,0,0,-67,0,0,0,0,-64,0,-73,0,0,-74,0,0,-64,-65,0,-64,0,0,0,-82,-67,0,0,0,0,0,-67,-67,0
9,8,2,0,-73,-62,-67,-62,-62,0,0,0,0,0,-63,0,0,0,0,0,-68,-83,0,0,-67,0,0,0,-55,-73,-73,-68,0,-73,0,0,0,0,0,-67,0,-72,0,0,-62,0,-73,0,-67,-70,0,0,-62,-65,-68,-62,0,0,0,-82,-67,0,0,0,-77,0,-67,-66,0
