X,Y,D,e8:ba:70:61:07:00,e8:ba:70:c2:41:92,e8:ba:70:61:25:54,e8:ba:70:c2:4e:32,e8:ba:70:61:25:50,e8:ba:70:61:25:53,e8:ba:70:9c:c7:33,e8:ba:70:9c:c7:35,e8:ba:70:c2:44:15,58:35:d9:aa:d5:e3,e8:ba:70:c2:44:12,e8:ba:70:61:07:03,58:35:d9:aa:d5:e5,e8:ba:70:61:07:02,58:35:d9:aa:99:e0,e8:ba:70:c2:44:35,e8:ba:70:c2:44:14,e8:ba:70:c2:4e:33,30:f7:72:5c:ed:28,e8:ba:70:c2:44:13,e8:ba:70:61:07:01,dc:a5:f4:b8:73:82,58:35:d9:aa:d5:e0,e8:ba:70:c2:44:31,58:35:d9:aa:d5:e2,14:dd:a9:70:e7:40,e8:ba:70:c2:41:95,e8:ba:70:c2:41:91,e8:ba:70:c2:4e:34,e8:ba:70:92:aa:b3,e8:ba:70:c2:41:93,58:35:d9:aa:d5:e4,58:35:d9:aa:99:e1,e8:ba:70:9c:c7:31,e8:ba:70:c2:44:33,e8:ba:70:c2:44:10,dc:a5:f4:b8:73:85,00:19:5b:1f:fd:30,e8:ba:70:61:07:04,e8:ba:70:9c:c7:32,58:35:d9:aa:99:e3,e8:ba:70:61:25:55,e8:ba:70:61:07:05,e8:ba:70:c2:41:90,e8:ba:70:c2:4e:30,e8:ba:70:c2:4e:35,00:26:5a:41:4e:88,58:35:d9:aa:d5:e1,e8:ba:70:c2:41:94,e8:ba:70:61:25:52,dc:a5:f4:b8:73:81,e8:ba:70:c2:4e:31,e8:ba:70:61:25:51,58:35:d9:aa:99:e2,00:26:5a:41:4e:8a,e8:ba:70:c2:44:11,14:dd:a9:70:cc:60,dc:a5:f4:b8:73:80,e8:ba:70:9c:c7:30,e8:ba:70:c2:44:34,e8:ba:70:9c:c7:34,48:ee:0c:ee:27:e4,e8:ba:70:c2:44:32,dc:a5:f4:b8:73:83,dc:a5:f4:b8:73:84,58:35:d9:aa:99:e4,
4,10,3,0,0.0,-74.0,-61.0,0.0,-59.0,-64.0,-17.75,-17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.25,0.0,0.0,0.0,0.0,0.0,0.0,-81.25,-74.0,0.0,0.0,0.0,-74.0,0.0,0.0,-17.5,0.0,0.0,0.0,0.0,0.0,-34.0,0.0,-60.25,0.0,-75.0,0.0,0.0,-44.5,0.0,-74.0,-59.75,0.0,0.0,-61.75,0.0,0.0,0.0,-63.5,0.0,0.0,0.0,-34.25,0.0,0.0,-21.75,0.0,0.0
5,10,3,0,0.0,0.0,-62.0,0.0,-61.5,-63.25,-17.75,-17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.75,0.0,0.0,-66.0,0.0,0.0,0.0,-79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.5,0.0,0.0,0.0,-65.25,0.0,-17.0,0.0,-61.5,0.0,0.0,0.0,0.0,-43.75,0.0,0.0,-30.25,0.0,0.0,-31.25,0.0,0.0,0.0,-64.25,0.0,0.0,0.0,-17.25,0.0,0.0,0.0,0.0,0.0
6,10,3,0,0.0,0.0,-63.75,0.0,-62.5,-60.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,0.0,0.0,-22.0,0.0,0.0,0.0,-73.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.75,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,-85.5,0.0,0.0,-60.5,0.0,0.0,-60.5,0.0,0.0,0.0,-69.25,0.0,-34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,10,3,0,0.0,-50.0,-63.5,0.0,-63.75,-63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.5,-49.5,-50.25,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,-77.0,-60.25,0.0,0.0,0.0,-48.5,0.0,-49.5,0.0,0.0,-87.0,0.0,-49.75,-65.5,0.0,0.0,-65.0,0.0,0.0,0.0,-71.0,0.0,-17.25,0.0,0.0,0.0,0.0,0.0,-41.0,0.0
8,10,3,0,0.0,-72.0,-69.0,0.0,-69.0,-68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.0,0.0,0.0,-71.0,0.0,0.0,0.0,0.0,-69.0,0.0,-64.0,-68.0,-73.0,0.0,0.0,-72.0,0.0,0.0,0.0,-69.0,0.0,0.0,-82.0,0.0,0.0,0.0,-69.0,0.0,0.0,0.0,0.0,-83.0,0.0,-72.0,-67.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,-83.0,0.0,-67.0,0.0,0.0,-69.0,0.0,-82.0,0.0
9,10,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.5,0.0,0.0,0.0,0.0,0.0,0.0,-69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.0,0.0,0.0,0.0,-78.0,0.0,0.0,0.0,0.0,0.0,-79.0,-78.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,3,0,0.0,0.0,0.0,-52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,0.0,0.0,-67.25,0.0,0.0,0.0,-67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.25,-20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.25,-78.75,0.0,0.0,0.0,-67.5,0.0,0.0,0.0,0.0,0.0,-59.25,-71.0,0.0,0.0,0.0,-21.0,0.0,-48.5,-68.0,0.0
11,10,3,0,0.0,0.0,0.0,-74.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.5,0.0,0.0,-70.0,0.0,0.0,0.0,-71.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.25,-65.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.75,-78.75,0.0,0.0,0.0,-70.5,0.0,0.0,0.0,0.0,0.0,-62.0,-72.5,0.0,0.0,0.0,-87.75,0.0,-71.25,-72.0,0.0
12,10,3,0,0.0,0.0,0.0,0.0,0.0,0.0,-49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.75,0.0,0.0,0.0,-74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.5,0.0,0.0,-17.75,0.0,0.0,-49.5,0.0,0.0,0.0,0.0,0.0,0.0,-80.0,0.0,0.0,0.0,-78.75,0.0,0.0,0.0,0.0,0.0,-79.0,-76.75,-50.25,0.0,-49.5,0.0,0.0,-64.0,-79.5,0.0
13,10,3,0,0.0,0.0,0.0,0.0,0.0,0.0,-65.5,-49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.0,0.0,0.0,-40.0,0.0,0.0,-64.75,0.0,0.0,0.0,0.0,0.0,0.0,-57.5,0.0,0.0,0.0,-38.0,0.0,0.0,0.0,0.0,0.0,-19.75,-79.75,-48.25,0.0,-47.75,0.0,0.0,-64.0,-39.5,0.0
14,10,2,0,0.0,0.0,0.0,0.0,0.0,0.0,-64.25,-63.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.5,0.0,0.0,0.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.5,0.0,0.0,-79.0,0.0,0.0,-62.5,0.0,0.0,0.0,0.0,0.0,0.0,-78.25,0.0,0.0,0.0,-36.5,0.0,0.0,0.0,0.0,0.0,0.0,-79.0,-62.25,0.0,-62.75,-62.0,0.0,-83.0,-36.5,0.0
15,10,2,0,0.0,0.0,0.0,0.0,0.0,0.0,-59.75,-59.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.5,0.0,0.0,-42.0,0.0,0.0,-59.5,0.0,0.0,0.0,0.0,0.0,0.0,-76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.5,-60.0,0.0,-59.5,-76.5,0.0,-83.0,0.0,0.0
16,10,2,0,0.0,0.0,0.0,0.0,0.0,0.0,-57.5,-56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.75,0.0,0.0,0.0,0.0,0.0,-56.75,0.0,0.0,0.0,0.0,0.0,0.0,-69.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.5,0.0,-56.75,-77.25,0.0,-62.25,0.0,0.0
17,10,2,0,0.0,0.0,0.0,0.0,0.0,0.0,-47.25,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.0,0.0,0.0,0.0,0.0,0.0,-43.5,0.0,0.0,0.0,0.0,0.0,0.0,-66.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.25,0.0,0.0,0.0,-44.0,0.0,-44.0,-72.75,0.0,0.0,0.0,0.0
18,10,2,0,0.0,0.0,0.0,0.0,0.0,0.0,-44.75,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.25,0.0,0.0,0.0,0.0,0.0,-42.25,0.0,0.0,0.0,0.0,0.0,0.0,-69.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,0.0,0.0,0.0,-42.0,0.0,-42.0,-75.5,0.0,0.0,0.0,0.0
19,10,2,0,0.0,0.0,0.0,0.0,0.0,0.0,-51.5,-49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.25,0.0,0.0,0.0,0.0,0.0,-49.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86.5,0.0,0.0,0.0,-49.0,0.0,-49.0,-78.5,0.0,0.0,0.0,0.0
20,10,2,0,0.0,0.0,0.0,0.0,0.0,0.0,-52.0,-52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.25,0.0,0.0,0.0,0.0,0.0,-52.25,0.0,0.0,0.0,0.0,0.0,0.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.25,0.0,0.0,0.0,-52.25,0.0,-52.25,-80.5,0.0,0.0,0.0,0.0
18,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-27.5,-26.5,0.0,-21.0,0.0,0.0,-42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.5,-42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.5,0.0,0.0,-21.25,0.0,0.0,-26.5,0.0,0.0,0.0,0.0,0.0,0.0,-67.75,0.0,0.0,0.0,-38.5,0.0,0.0,-22.25,-75.5,0.0,0.0,0.0,-26.5,0.0,-32.5,-42.25,0.0,-41.5,-39.0,-22.25
18,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-70.5,-34.0,-53.75,0.0,-53.5,0.0,0.0,0.0,0.0,0.0,-53.75,0.0,0.0,-53.5,0.0,-79.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.0,0.0,-53.75,0.0,0.0,0.0,-34.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.25,0.0,0.0,0.0,-38.5,0.0,0.0,0.0,-75.5,-53.5,0.0,0.0,-34.5,0.0,-69.5,-39.5,0.0,-83.0,-85.0,0.0
18,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-36.5,-70.25,-68.25,0.0,-69.0,0.0,0.0,0.0,0.0,0.0,-69.0,0.0,0.0,-67.75,0.0,-20.5,0.0,0.0,0.0,-82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,0.0,-69.0,0.0,0.0,0.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.25,0.0,0.0,0.0,-20.25,0.0,0.0,0.0,-76.75,-68.25,0.0,0.0,-17.25,0.0,-17.25,-78.75,0.0,-83.0,-43.5,0.0
18,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,-33.5,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.0,0.0,0.0,0.0,0.0,0.0,-32.75,0.0,0.0,0.0,0.0,0.0,0.0,-63.5,0.0,0.0,0.0,-81.0,0.0,0.0,0.0,-81.25,0.0,0.0,0.0,-33.0,0.0,-33.0,-76.5,0.0,-83.0,-61.5,0.0
18,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,-63.5,-63.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.0,0.0,0.0,0.0,0.0,0.0,-64.75,0.0,0.0,0.0,0.0,0.0,0.0,-68.25,0.0,0.0,0.0,-20.25,0.0,0.0,0.0,-63.0,0.0,0.0,0.0,-64.75,0.0,-65.25,-74.75,0.0,-83.0,0.0,0.0
18,7,3,0,0.0,0.0,0.0,0.0,0.0,0.0,-59.0,-59.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.5,0.0,0.0,0.0,0.0,0.0,-59.25,0.0,0.0,0.0,0.0,0.0,0.0,-63.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86.0,0.0,0.0,0.0,-58.75,0.0,-59.5,-74.75,0.0,-85.75,0.0,0.0
18,8,3,0,0.0,0.0,0.0,0.0,0.0,0.0,-71.5,-52.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.5,0.0,0.0,0.0,0.0,0.0,-52.5,0.0,0.0,0.0,0.0,0.0,0.0,-61.0,0.0,0.0,0.0,-21.0,0.0,0.0,0.0,-81.25,0.0,0.0,0.0,-52.5,0.0,-52.5,-71.25,0.0,-63.75,0.0,0.0
18,9,3,0,0.0,0.0,0.0,0.0,0.0,0.0,-43.25,-45.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.75,0.0,0.0,-21.25,0.0,0.0,-45.25,0.0,0.0,0.0,0.0,0.0,0.0,-68.5,0.0,0.0,0.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,-45.75,0.0,-45.75,-72.25,0.0,-20.75,0.0,0.0
10,1,0,0,0.0,0.0,0.0,-17.0,0.0,0.0,-22.5,-12.25,0.0,-37.5,0.0,0.0,-20.75,-16.75,0.0,0.0,0.0,-17.0,-38.0,0.0,0.0,-38.5,-20.75,0.0,0.0,-65.5,0.0,0.0,-17.0,0.0,0.0,0.0,0.0,-12.25,0.0,0.0,-34.25,0.0,0.0,-12.25,0.0,0.0,0.0,0.0,-17.0,-17.0,-78.0,-38.0,0.0,0.0,-47.5,-17.0,0.0,0.0,0.0,0.0,-40.0,-34.0,-12.25,0.0,-12.25,-37.75,0.0,-67.25,-52.5,0.0
10,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.0,-21.0,0.0,0.0,-58.0,-54.0,0.0,-18.0,-64.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.0,-76.75,-39.0,0.0,0.0,-57.25,0.0,0.0,0.0,0.0,0.0,-19.75,-57.25,0.0,0.0,0.0,-60.25,0.0,-61.5,-56.0,0.0
11,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.75,0.0,0.0,-79.25,0.0,0.0,0.0,0.0,0.0,-78.75,0.0,0.0,-56.0,-57.0,0.0,-18.0,-58.25,0.0,0.0,0.0,0.0,0.0,-18.75,0.0,0.0,0.0,0.0,-56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77.0,-18.5,0.0,0.0,-56.0,0.0,0.0,0.0,0.0,0.0,-58.75,-56.0,0.0,0.0,0.0,-20.25,0.0,-55.75,-56.5,0.0
12,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.75,0.0,0.0,-38.0,0.0,0.0,0.0,0.0,0.0,-76.0,0.0,0.0,-58.25,-74.0,0.0,-78.0,-57.75,-70.0,-51.0,0.0,0.0,-50.25,-78.0,0.0,0.0,0.0,0.0,-55.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.0,0.0,0.0,-81.25,-80.5,0.0,0.0,-58.75,0.0,0.0,0.0,0.0,0.0,-58.75,-58.75,0.0,0.0,0.0,-78.0,0.0,-60.0,-58.25,0.0
12,3,3,0,0.0,-69.0,0.0,-51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.5,0.0,0.0,0.0,0.0,-51.0,-19.0,0.0,0.0,-61.75,0.0,0.0,0.0,-55.75,-70.0,-70.5,-51.0,0.0,-16.75,0.0,0.0,0.0,0.0,0.0,-55.25,0.0,0.0,0.0,0.0,0.0,0.0,-69.5,-51.0,-51.75,-75.0,-20.5,-69.0,0.0,-44.5,-51.5,0.0,0.0,0.0,0.0,-81.75,-59.25,0.0,0.0,0.0,0.0,0.0,-67.0,-44.75,0.0
11,3,2,-70,-35.0,-66.25,0.0,-51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.25,0.0,-50.25,0.0,-51.0,-60.0,0.0,-35.5,-61.75,0.0,-51.0,0.0,-56.25,-66.5,-66.5,-68.75,0.0,-66.5,0.0,0.0,0.0,-51.0,0.0,-59.75,-64.5,-17.5,0.0,0.0,0.0,0.0,-66.25,-69.5,-69.0,-74.75,0.0,-66.0,0.0,-61.75,-68.0,0.0,0.0,0.0,0.0,-40.25,-60.5,0.0,-51.0,0.0,-55.75,-51.0,-61.0,-60.0,0.0
10,3,2,0,-17.5,-31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.75,0.0,-50.5,0.0,0.0,0.0,0.0,0.0,0.0,-68.25,-61.0,0.0,0.0,0.0,-65.75,-31.5,-31.0,-35.0,0.0,-31.5,0.0,0.0,0.0,0.0,0.0,-61.0,0.0,-35.0,0.0,0.0,0.0,0.0,-31.5,-69.0,-35.0,-72.0,0.0,-31.0,0.0,-59.5,-17.0,0.0,0.0,0.0,0.0,-39.5,-61.0,0.0,0.0,0.0,-73.75,0.0,-61.25,-61.0,0.0
10,4,1,0,-33.5,-16.5,0.0,-63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.75,0.0,-49.0,0.0,0.0,0.0,-64.5,0.0,0.0,-48.5,-60.0,0.0,0.0,0.0,-59.5,0.0,0.0,-64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.25,0.0,-33.5,0.0,0.0,0.0,-33.5,0.0,-64.0,-64.0,-70.25,0.0,0.0,0.0,-61.5,-46.0,0.0,0.0,0.0,0.0,-19.5,-61.25,0.0,0.0,0.0,-75.0,0.0,-64.0,-61.25,0.0
11,4,1,-65,-64.5,-64.25,0.0,-62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.5,0.0,-32.5,0.0,0.0,0.0,-62.75,-20.5,0.0,-32.5,-62.25,0.0,-17.25,0.0,-56.0,-64.0,-64.5,-62.25,0.0,-64.25,0.0,0.0,0.0,0.0,0.0,-61.5,0.0,-32.5,0.0,0.0,0.0,-32.5,-65.5,-62.75,-62.5,-66.5,0.0,-64.25,0.0,-60.25,-63.0,0.0,0.0,0.0,0.0,-78.25,-62.0,0.0,0.0,0.0,-72.5,0.0,-60.75,-60.0,0.0
12,4,1,0,-48.75,-50.25,0.0,-44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.5,0.0,-32.5,0.0,0.0,0.0,-44.5,-61.5,0.0,-32.5,-59.75,0.0,-51.75,-39.5,-53.75,-47.25,-44.25,-44.5,0.0,-50.25,0.0,0.0,0.0,-18.25,0.0,-63.75,0.0,-48.0,0.0,0.0,0.0,-32.5,-44.25,-44.5,-44.5,-71.0,0.0,-44.25,0.0,-67.5,-44.5,-17.75,0.0,0.0,0.0,-76.0,-58.75,0.0,0.0,0.0,-58.5,0.0,-57.5,-58.75,0.0
9,5,0,0,-51.75,-17.5,0.0,-45.0,0.0,0.0,-17.5,0.0,0.0,0.0,0.0,-17.5,0.0,-51.75,0.0,0.0,0.0,-45.0,-37.5,0.0,0.0,-59.5,0.0,0.0,-39.5,-54.5,-17.5,-17.5,-44.25,0.0,-17.5,0.0,0.0,0.0,-54.75,0.0,-60.75,0.0,0.0,0.0,0.0,0.0,0.0,-17.5,-44.25,-45.0,-69.5,0.0,-17.5,0.0,-61.0,-45.0,-53.25,0.0,0.0,0.0,-58.75,-63.0,0.0,0.0,0.0,-76.5,0.0,-62.25,-59.75,0.0
10,5,0,-65,-32.5,-65.5,0.0,-66.5,0.0,0.0,-35.0,0.0,0.0,0.0,0.0,-68.25,0.0,-32.5,0.0,0.0,0.0,-66.5,-77.5,0.0,-33.0,-73.0,0.0,0.0,0.0,-54.0,-66.75,-66.75,-66.5,0.0,-66.75,0.0,0.0,0.0,0.0,0.0,-71.75,0.0,-32.75,0.0,0.0,-51.0,-32.5,-66.0,-30.75,-67.25,-70.25,0.0,-67.0,0.0,-73.25,-67.25,0.0,0.0,0.0,0.0,0.0,-71.75,0.0,0.0,0.0,-69.0,0.0,-73.0,-71.75,0.0
11,5,0,-59,-63.5,-66.5,0.0,-66.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.75,0.0,-62.75,0.0,0.0,0.0,-66.5,-76.75,0.0,-63.25,-64.75,0.0,0.0,0.0,-54.25,-67.0,-65.5,-66.25,0.0,-66.75,0.0,0.0,-16.25,0.0,0.0,-64.0,-66.0,-62.75,0.0,0.0,0.0,-62.75,-66.75,-61.75,-62.25,-66.25,0.0,-66.75,0.0,-64.75,-66.5,0.0,0.0,0.0,0.0,-74.0,-66.25,0.0,0.0,0.0,-72.5,0.0,-67.0,-66.25,0.0
12,5,0,-60,-59.75,-54.0,0.0,-62.5,0.0,0.0,-16.75,-16.5,0.0,0.0,0.0,-63.25,0.0,-60.75,0.0,0.0,0.0,-63.5,0.0,0.0,-59.0,-62.75,0.0,0.0,0.0,-53.75,-73.25,-68.0,-63.25,0.0,-54.0,0.0,0.0,-65.25,0.0,0.0,-63.0,0.0,-59.25,-16.75,0.0,0.0,-59.75,0.0,-62.75,-63.75,-66.0,0.0,0.0,0.0,-62.5,-63.5,0.0,0.0,0.0,0.0,-76.0,-62.75,0.0,0.0,0.0,-74.0,0.0,-63.25,-62.75,0.0
13,5,0,-61,-61.25,-18.0,0.0,-65.25,0.0,0.0,-50.25,-49.5,0.0,0.0,0.0,-61.75,0.0,-62.25,0.0,0.0,0.0,-65.25,0.0,0.0,-61.0,-58.0,0.0,0.0,0.0,-52.5,-18.25,-18.5,-65.0,0.0,-18.5,0.0,0.0,-49.5,0.0,0.0,-66.25,0.0,-60.75,-50.25,0.0,0.0,-61.5,0.0,-65.25,-65.5,-64.0,0.0,0.0,0.0,-61.0,-65.25,0.0,0.0,0.0,0.0,-77.75,-66.25,0.0,0.0,0.0,-75.0,0.0,-66.25,-58.5,0.0
14,5,0,-57,-59.0,-54.0,0.0,-67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.0,0.0,-59.0,0.0,0.0,0.0,-67.5,-39.5,0.0,-64.0,-67.25,0.0,0.0,0.0,-56.0,-54.75,-55.5,-66.75,0.0,-55.5,0.0,0.0,0.0,0.0,0.0,-53.5,0.0,-59.0,-56.25,0.0,0.0,-46.5,0.0,-67.5,-66.5,-63.75,0.0,-54.0,0.0,-53.5,-67.5,0.0,0.0,0.0,0.0,-78.0,-72.5,0.0,0.0,0.0,-75.5,0.0,-53.25,-67.75,0.0
9,6,0,0,0.0,-17.25,0.0,-69.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.5,0.0,0.0,0.0,0.0,0.0,-51.25,0.0,0.0,-61.0,-72.5,0.0,0.0,0.0,-55.5,-17.25,-17.5,-69.25,0.0,-17.5,0.0,0.0,0.0,0.0,0.0,0.0,-20.75,0.0,0.0,0.0,0.0,-61.0,-17.25,-51.25,-69.25,-61.75,0.0,-17.25,0.0,-72.25,-51.25,0.0,0.0,0.0,0.0,-80.75,-36.0,0.0,0.0,0.0,-20.0,0.0,-17.75,-36.0,0.0
10,6,0,-66,-33.0,-68.0,-69.0,-64.0,0.0,-68.0,0.0,0.0,0.0,0.0,0.0,-48.25,0.0,-32.5,0.0,0.0,0.0,-64.0,-82.0,0.0,-32.5,-69.0,0.0,0.0,0.0,-47.5,-65.75,-65.75,-64.0,0.0,-65.75,0.0,0.0,0.0,0.0,0.0,-53.0,-83.0,-33.0,0.0,0.0,-69.0,-33.0,-66.0,-65.0,-65.0,-69.0,0.0,-65.25,0.0,-73.0,-64.0,0.0,0.0,0.0,0.0,-37.5,-69.5,0.0,0.0,0.0,-58.5,0.0,-71.5,-68.5,0.0
10,6,3,-61,-63.5,-68.0,0.0,-64.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.5,0.0,-32.5,0.0,0.0,0.0,-64.75,0.0,0.0,-62.5,-62.0,0.0,0.0,0.0,-52.5,-68.5,-68.25,-64.25,0.0,-68.25,0.0,0.0,0.0,0.0,0.0,-62.25,-41.5,-67.5,0.0,0.0,0.0,-64.5,-51.5,-64.0,-64.5,-70.5,0.0,-68.5,0.0,-62.5,-64.75,0.0,0.0,0.0,0.0,-37.5,-61.5,0.0,0.0,0.0,-74.5,0.0,-65.0,-61.25,0.0
