X,Y,D,e8:ba:70:c2:4e:32,e8:ba:70:9c:c7:33,e8:ba:70:61:07:03,e8:ba:70:c2:4e:33,30:f7:72:5c:ed:28,dc:a5:f4:b8:73:82,14:dd:a9:70:e7:40,e8:ba:70:c2:4e:34,dc:a5:f4:b8:73:85,58:35:d9:aa:99:e3,e8:ba:70:c2:4e:30,e8:ba:70:c2:4e:35,dc:a5:f4:b8:73:81,e8:ba:70:c2:4e:31,14:dd:a9:70:cc:60,dc:a5:f4:b8:73:80,48:ee:0c:ee:27:e4,dc:a5:f4:b8:73:83,dc:a5:f4:b8:73:84
12,1,0,0,0,0,0,-76,-54,-65,0,-55,0,0,0,-55,0,-79,-55,-78,-57,-55
12,1,1,0,0,0,0,-76,-61,-53,0,-55,0,0,0,-60,0,0,-60,-78,-57,-59
12,1,2,0,0,0,0,-76,-61,-52,0,-55,0,0,0,-62,0,-78,-62,-78,-58,-61
12,1,3,0,0,0,0,-76,-57,-61,0,-55,0,0,0,-58,0,-78,-58,-78,-68,-58
12,3,0,0,0,0,0,-76,-57,-59,0,-52,0,0,0,-58,0,-81,-52,0,-68,-58
12,3,1,-68,0,0,-68,0,-68,-51,-68,-52,0,-68,-69,0,-68,-82,-64,0,-68,0
12,3,2,-68,0,0,-68,0,-64,-58,-68,-60,0,-68,-69,-63,-69,-82,-63,0,-65,-63
12,3,3,-68,0,0,-68,0,-58,-55,-68,-57,0,-68,-69,-57,-69,-82,-58,0,-67,-58
12,3,3,-68,0,0,-68,-80,-59,-54,-68,-58,0,-70,-68,-57,-68,-82,-60,0,-56,-59
11,3,0,-68,0,0,-68,-80,-56,-65,-68,-56,0,-70,-70,-56,-68,0,-56,-74,-70,-56
11,3,1,-68,0,0,-68,-80,-62,-55,-69,-56,0,-69,-69,-63,-68,0,-56,-76,-57,-56
11,3,2,0,0,0,0,0,-70,-51,-70,-69,0,-69,-69,-71,-68,-79,-70,-73,-61,-69
11,3,3,0,0,0,0,0,-58,-63,-70,-58,0,-69,-69,-59,-68,-79,-58,-73,-70,-58
10,3,0,0,0,0,0,0,-58,-66,-70,-58,0,-69,0,-55,0,-79,-58,-71,-56,-58
10,3,1,0,0,0,0,0,-64,-69,0,-64,0,-69,0,-61,0,0,-64,-76,-55,-64
10,3,2,0,0,-63,0,0,-64,-65,0,-64,0,-69,-71,-63,0,0,-64,-75,-64,-64
10,3,3,-70,0,-63,-71,0,-60,-58,-70,-60,0,-70,-70,-61,0,0,-61,-75,-65,-61
10,3,3,-66,0,-66,-67,0,-60,-62,-66,-61,0,-66,-66,-61,-66,0,-61,-75,-65,-61
10,4,0,-55,0,-66,-56,0,-60,-60,-56,-58,0,-56,-56,-61,-55,0,-61,-75,-65,-61
10,4,1,-63,0,0,-64,0,-60,-58,-64,-62,0,-64,-64,-63,-63,-78,-62,-75,-61,-62
10,4,2,-59,0,0,-59,0,-68,-54,-59,-68,0,-59,-59,-63,-59,-77,-69,-68,-59,-62
10,4,3,-61,0,0,-61,0,-59,-54,-59,-59,0,-61,-61,-58,-62,-80,-59,-72,-63,-58
11,4,0,-66,0,-65,-67,0,-59,-64,-67,-58,0,-67,-66,-58,-67,-80,-59,-75,-63,-58
11,4,1,-64,0,-65,-64,-82,-63,-52,-64,-61,0,-64,-64,-62,-64,-76,-61,-75,-58,-62
11,4,2,-62,0,-65,-62,-82,-69,-48,-62,-72,0,-62,-62,-69,-62,-76,-68,-75,-58,-68
11,4,3,-58,0,-65,-58,-82,-61,-57,-58,-60,0,-58,-58,-69,-58,-76,-58,-75,-59,-58
12,4,0,-58,0,0,-58,-82,-49,-59,-58,-60,0,-58,-58,-69,-58,-76,-49,0,-59,-49
12,4,1,0,0,0,0,0,-60,-51,0,-63,0,0,0,-63,0,-76,-60,-84,-54,-60
12,4,2,-60,0,0,-60,0,-60,-50,-59,-63,0,-59,-60,-63,-60,-75,-69,-80,-51,-60
12,4,3,-60,0,0,-60,0,-53,-55,-59,-54,0,-59,-60,-54,-60,-80,-55,-80,-63,-53
12,4,3,-60,0,0,-60,-75,-53,-52,-59,-54,0,-59,-60,-54,-60,-80,-55,-80,-63,-53
9,5,0,0,-70,-70,0,-75,-72,-61,0,-72,0,0,0,-73,0,0,-73,-66,-72,-73
9,5,1,-71,-70,-70,-71,-78,-74,-53,-71,-73,0,0,-72,-73,-72,0,-73,-66,-74,-73
9,5,2,-71,-70,-70,-71,-78,-75,-49,-71,-73,0,0,-72,-76,-72,0,-73,-66,-74,-73
9,5,3,-63,0,-70,-63,-77,-75,-58,-63,-73,0,-62,-64,-76,-64,0,-73,-77,-75,-73
10,5,0,-61,0,-63,-61,-77,-68,-56,-61,-68,0,-61,-61,-68,-61,0,-68,-67,-69,-68
10,5,1,-69,0,-66,-69,-82,-68,-56,-69,-68,0,-61,-61,-68,-69,-69,-68,-73,-71,-68
10,5,2,-69,0,-73,-69,-75,-71,-49,-69,-68,0,-61,-61,-71,-69,-76,-71,-68,-71,-71
10,5,3,-64,0,-66,-64,-75,-63,-54,-64,-60,0,-63,-63,-63,-64,-76,-63,-74,-63,-63
11,5,0,-64,0,-62,-64,-75,-57,-58,-63,-60,0,-62,-64,-57,-64,-75,-63,-75,-63,-63
11,5,1,-64,0,-59,-64,0,-64,-53,-63,-65,0,-62,-64,-63,-64,-74,-64,-75,-65,-64
11,5,2,-64,0,-67,-67,0,-65,-49,-67,-65,0,-66,-68,-65,-67,-76,-65,-75,-65,-65
11,5,3,-60,0,-67,-61,0,-65,-57,-61,-65,0,-61,-61,-65,-61,-77,-65,-71,-66,-65
12,5,0,-62,-67,-60,-62,0,-57,-56,-62,-57,0,-62,-62,-57,-62,-77,-57,-75,-57,-57
12,5,1,-65,-67,-60,-65,0,-61,-50,-64,-61,0,-65,-65,-61,-65,-76,-61,-75,-61,-61
12,5,2,-64,-67,-66,-64,0,-61,-51,-64,-68,0,-64,-65,-61,-64,-76,-68,-77,-68,-61
12,5,3,-62,-67,-61,-62,0,-55,-55,-62,-68,0,-62,-62,-61,-62,-76,-68,-77,-68,-56
13,5,0,-70,0,-60,-70,0,-55,-54,-70,-68,0,-70,-70,-61,-70,-83,-68,-71,-68,-56
13,5,1,-70,0,-60,-70,0,-55,-51,-68,0,0,-70,-67,0,-70,-80,-75,-71,0,-56
13,5,2,-68,0,-60,-69,0,-72,-61,-68,-72,0,-69,-68,-72,-69,-80,-72,-79,-71,-72
13,5,3,-64,0,-66,-63,-79,-71,-56,-63,-71,0,-63,-63,-71,-63,-76,-71,-76,-71,-71
14,5,0,-68,0,-66,-68,-79,-71,-56,-68,-71,0,-68,-68,-71,-68,-76,-72,-76,-71,-72
14,5,1,-68,0,-67,-68,0,-68,-53,-68,0,0,-68,-68,-71,-68,-80,-72,0,0,-72
14,5,2,-70,0,-61,-68,0,-74,-55,-70,0,0,-68,-70,-75,-68,-81,-72,0,0,-72
14,5,3,-70,0,-61,0,0,-74,-58,-70,0,0,0,-70,-73,0,-81,0,0,0,0
9,6,0,-69,0,-61,-69,0,-74,-56,-69,0,0,-69,-69,-70,-69,-81,0,-80,-71,0
9,6,1,-69,0,-61,-69,-82,-71,-44,-69,0,0,-69,-69,-70,-69,0,-71,-80,-73,-71
9,6,2,-65,0,0,-65,-82,-71,-45,-65,-75,0,-65,-65,-74,-65,0,-71,-80,-77,-71
9,6,3,-61,0,-66,-61,-82,-71,-49,-61,-73,0,-61,-61,-74,-61,-75,-72,0,-72,-71
10,6,0,-61,0,-66,-61,-82,-63,-52,-61,-64,0,-65,-65,-74,-61,-75,-64,-74,-64,-61
10,6,1,-68,0,-66,-67,0,-62,-52,-66,-62,0,-65,-66,-62,-67,-75,-62,-74,-62,-61
10,6,2,-66,0,-66,-66,0,-66,-48,-66,-66,0,-65,-66,-66,-66,-75,-66,-74,-64,-64
10,6,3,-62,0,-61,-62,0,-60,-57,-62,-61,0,-62,-62,-61,-62,0,-59,-74,-67,-60
10,6,3,-63,0,-61,-64,0,-60,-53,-63,-60,0,-64,-64,-61,-64,0,-59,-76,-67,-60
10,6,0,-65,0,0,-65,0,-58,-56,-65,-60,0,-65,-65,0,-64,0,-58,-77,-67,-58
10,6,1,-65,0,0,-65,-82,-65,-50,-65,-66,0,-65,-65,-66,-64,0,-65,-77,-58,-65
10,6,2,-58,-74,-66,-59,-82,-67,-47,-58,-67,0,-59,-58,-66,-58,0,-67,-73,-58,-67
10,6,3,-58,-74,-66,-59,-82,-67,-50,-58,-67,0,-59,-58,-63,-58,0,-64,-73,-64,-67
11,6,0,-61,-74,-66,-61,-82,-64,-55,-61,-66,0,-61,-61,-65,-61,0,-64,-73,-60,-65
11,6,1,-66,0,0,-65,-81,-64,-53,-65,-64,0,-65,-66,-65,-65,0,-64,0,-59,-64
11,6,2,-63,-66,0,-63,-81,-68,-47,-62,-68,0,-62,-63,-67,-63,-74,-68,-73,-66,-67
11,6,3,-62,-66,0,-62,-81,-68,-51,-62,-59,0,-62,-62,-67,-62,-74,-59,-73,-69,-67
12,6,0,-63,-66,0,-63,-81,-65,-56,-63,-64,0,-64,-63,-65,-63,-85,-64,-71,-60,-66
12,6,1,-63,0,-90,-63,0,-63,-47,-63,-64,0,-64,-63,-64,-63,-80,-64,-71,-63,-66
12,6,2,-67,0,-69,-67,-82,-71,-49,-66,-73,0,-67,-67,-71,-67,-80,-74,-79,-71,-74
12,6,3,-63,0,-65,-63,-78,-61,-48,-62,-62,0,-63,-63,-62,-62,-80,-62,-75,-61,-62
13,6,0,-63,-59,-61,-63,-78,-69,-53,-62,-69,0,-63,-63,-69,-62,-80,-68,-71,-68,-69
13,6,1,-70,-59,-61,-70,-79,-66,-54,-70,-67,0,-70,-70,-65,-70,-76,-69,-71,-67,-69
13,6,2,-68,-59,-67,-68,-79,-66,-57,-68,-67,0,-68,-68,-74,-68,-76,-69,-70,-67,-69
13,6,3,-67,0,-65,-67,-78,-69,-54,-67,-69,0,-67,-67,-70,-67,-76,-69,-74,-69,-69
14,6,0,-71,0,-61,-67,-78,-72,-73,-67,-72,0,-67,-67,-72,-67,-76,-71,-82,-72,-72
14,6,1,-70,0,-65,-67,-78,-64,-69,-69,-64,0,-67,-67,-64,-67,0,-63,-82,-64,-62
14,6,2,-70,0,-64,-67,-78,-61,-65,-69,-61,0,-67,-67,-61,-67,0,-59,-82,-61,-61
14,6,3,-66,0,-61,-65,0,-71,-61,-65,-61,0,-65,-65,-61,-65,0,-71,-79,-61,-72
14,6,3,-68,0,-61,-67,0,-71,-51,-67,-61,0,-67,-68,-68,-67,0,-71,-79,-67,-72
9,7,0,-68,0,-61,-67,0,-81,-58,-67,0,0,-67,-68,-68,-67,-77,0,0,-67,0
9,7,1,0,0,-61,0,-85,-63,-49,0,-65,0,0,0,-64,0,-77,-64,-81,-64,-65
9,7,2,-69,0,0,-69,-85,-61,-48,-69,-64,0,-69,-70,-64,-69,-77,-64,-81,-64,-64
9,7,3,-69,0,-64,-67,-85,-61,-48,-69,-64,0,-69,-70,-64,-69,-77,-64,-81,-64,-64
10,7,0,-69,0,-64,-67,-85,-69,-58,-71,-70,0,-69,-70,-71,-69,-77,-70,-81,-70,-70
10,7,1,-71,0,-64,0,0,-69,-52,-71,-70,0,-71,-71,-71,-71,0,-70,0,-71,-70
10,7,2,-65,0,-71,-64,0,-69,-52,-65,-70,0,-65,-65,-73,-65,0,-70,0,-71,-70
10,7,2,-65,-70,-71,-64,0,-64,-48,-65,-64,0,-65,-65,-65,-65,-88,-64,-84,-65,-65
10,7,3,-62,-70,-65,-62,-82,-62,-50,-61,-63,0,-62,-62,-62,-62,-88,-63,-76,-62,-63
11,7,0,-69,-70,-65,-70,-82,-59,-46,-69,-58,0,-62,-70,-62,-69,-77,-59,-81,-60,-60
11,7,1,-69,0,-65,-70,0,-67,-47,-69,-67,0,-70,-70,-70,-69,-77,-67,-81,-68,-67
11,7,2,-59,0,-69,-59,0,-70,-50,-59,-70,0,-59,-60,-70,-59,-78,-70,-73,-69,-70
11,7,3,-64,0,-69,-63,0,-66,-57,-63,-66,0,-64,-64,-66,-64,-82,-65,-73,-65,-64
12,7,0,-64,0,-69,-63,0,-65,-54,-63,-65,0,-64,-70,-65,-64,-82,-64,-73,-64,-64
12,7,1,-63,0,-69,-63,0,-70,-58,-63,-71,0,-63,-65,-70,-63,-82,-71,0,-71,-71
12,7,2,-59,-68,-68,-59,0,-70,-54,-59,-70,0,-59,-59,-70,-59,0,-70,-80,-70,-70
12,7,3,-63,-68,-71,-63,-80,-64,-61,-63,-64,0,-63,-63,-64,-63,0,-65,-80,-64,-64
13,7,0,-67,-63,-62,-66,-80,-68,-54,-66,-64,0,-66,-67,-68,-67,-77,-65,-71,-64,-64
13,7,1,-62,-63,-65,-62,0,-64,-63,-62,-64,0,-62,-62,-64,-62,-79,-62,-71,-64,-64
13,7,2,-66,-64,-65,-66,0,-72,-63,-66,-72,0,-62,-66,-72,-66,-79,-72,-71,-72,-72
13,7,3,-60,-64,-67,-60,-79,-69,-59,-60,-69,0,-59,-60,-70,-60,-79,-69,-75,-72,-70
14,7,0,-60,-67,-61,-68,-79,-69,-67,-68,-70,0,-59,-68,-70,-68,-79,-70,-75,-71,-70
14,7,1,-71,-67,-68,-70,-76,-59,-63,-70,-61,0,-71,-70,-61,-71,0,-61,-75,-61,-59
14,7,2,-71,-66,-65,-70,-76,-59,-63,-70,-61,0,-71,-70,-61,-71,0,-61,-77,-71,-59
14,7,3,-66,-66,-63,-66,-76,-68,-63,-65,-61,0,-65,-65,-68,-66,0,-69,-80,-71,-68
9,8,0,-66,-66,-63,-66,0,-63,-55,-65,-63,0,-65,-65,-63,-66,-82,-63,-80,-63,-63
9,8,1,0,0,-63,0,0,-66,-54,0,-67,0,0,0,-65,0,-82,-67,0,-67,-67
9,8,2,-67,0,-63,-68,-83,-67,-55,-68,-67,0,0,-67,-65,-68,-82,-67,-77,-67,-66
9,8,3,-65,0,-63,-65,-83,-67,-57,-66,-68,0,-65,-65,-68,-65,-82,-67,-77,-68,-68
10,8,0,-73,0,-63,-65,-83,-64,-52,-66,-64,0,-65,-65,-64,-65,0,-64,-77,-68,-64
10,8,1,-73,0,-63,0,0,-64,-60,0,-64,0,0,0,-64,-71,-78,-65,0,-66,-65
10,8,2,-64,0,-63,-62,-79,-72,-50,-62,-72,0,-62,-62,-72,-63,-78,-73,0,-73,-73
10,8,3,-63,0,-63,-62,-79,-66,-55,-62,-66,0,-62,-62,-66,-63,-78,-67,-71,-66,-66
11,8,0,-63,0,-68,-62,-79,-68,-59,-62,-68,0,-62,-62,-67,-63,-78,-68,-77,-67,-68
11,8,1,-63,0,-65,-64,0,-70,-63,-64,-70,0,-64,-64,-70,-64,-79,-70,-77,-70,-71
11,8,2,-59,0,-65,-60,0,-75,-67,-60,-70,0,-59,-60,-70,-60,-79,-74,-77,-70,-75
11,8,3,-63,0,-65,-62,0,-75,-65,-63,-64,0,-63,-63,-70,-62,-79,-65,-76,-65,-75
12,8,0,-59,0,-65,-58,0,-72,-71,-59,-70,0,-59,-59,-72,-59,0,-69,-76,-70,-72
12,8,1,-59,0,-65,-59,0,-70,-70,-59,-71,0,-59,-59,-71,-59,0,-71,-76,-69,-71
12,8,2,-57,0,0,-57,0,-78,-64,-57,-71,0,-57,-57,-71,-57,0,-77,-76,-69,-77
12,8,3,-66,0,-61,-64,0,-68,-64,-66,-69,0,-66,-66,-68,-66,-84,-68,0,-69,-68
13,8,0,-66,-69,-61,-60,0,-73,-60,-66,-69,0,-66,-66,-73,-66,-84,-74,-79,-73,-74
13,8,1,-61,-70,-61,-64,0,-65,-64,-61,-69,0,-62,-61,-65,-61,-84,-66,-75,-65,-66
13,8,2,-61,-63,-61,-67,0,-65,-62,-61,-70,0,-62,-61,-65,-61,-84,-66,-74,-69,-66
13,8,3,-61,-70,-61,-64,0,-65,-64,-61,-69,0,-62,-61,-65,-61,-84,-66,-75,-65,-66
14,8,0,-69,-66,-62,-70,0,-68,-61,-69,-69,0,-69,-69,-69,-69,0,-69,-80,-70,-69
14,8,1,-69,-66,-61,-70,0,-70,-60,-69,-70,0,-69,-69,-71,-69,0,-71,-80,-71,-71
14,8,2,-69,-66,-65,-70,0,-70,-70,-69,-70,0,-69,-69,-71,-69,0,-71,-77,-71,-71
14,8,3,-69,-66,-65,-70,0,-70,-70,-69,-70,0,-69,-69,-71,-69,0,-71,-77,-71,-71
