X,Y,D,e8:ba:70:92:aa:b5,e8:ba:70:92:c4:e1,dc:a5:f4:b8:73:83,e8:ba:70:c2:44:11,e8:ba:70:c2:44:34,e8:ba:70:61:25:52,58:35:d9:aa:c2:44,58:35:d9:aa:d5:e3,e8:ba:70:61:07:01,e8:ba:70:c2:4e:31,dc:a5:f4:b8:73:84,dc:a5:f4:b8:73:80,58:35:d9:aa:19:64,58:35:d9:aa:d5:e0,e8:ba:70:c2:44:33,e8:ba:70:61:07:00,58:35:d9:aa:c2:42,e8:ba:70:9c:c7:33,e8:ba:70:c2:41:90,e8:ba:70:c2:41:95,e8:ba:70:92:aa:b4,e8:ba:70:61:25:55,e8:ba:70:92:b3:24,e8:ba:70:c2:44:32,e8:ba:70:61:25:50,e8:ba:70:c2:44:14,e8:ba:70:c2:44:35,e8:ba:70:92:b3:20,e8:ba:70:92:c4:e0,c4:a8:1d:8d:6f:08,e8:ba:70:c2:41:92,e8:ba:70:c2:44:13,58:35:d9:aa:d5:e5,e8:ba:70:92:aa:b1,e8:ba:70:61:07:02,e8:ba:70:61:25:54,e8:ba:70:61:25:53,e8:ba:70:92:c4:e4,e8:ba:70:c2:44:12,58:35:d9:aa:c2:40,58:35:d9:aa:99:e0,e8:ba:70:92:b3:22,e8:ba:70:92:c4:e3,e8:ba:70:92:b3:23,e8:ba:70:c2:4e:30,58:35:d9:aa:d5:e2,e8:ba:70:c2:4e:33,dc:a5:f4:b8:73:81,58:35:d9:aa:c4:e0,e8:ba:70:c2:41:91,e8:ba:70:61:07:03,e8:ba:70:c2:41:94,e8:ba:70:92:aa:b3,58:35:d9:aa:99:e3,e8:ba:70:9c:c7:32,e8:ba:70:c2:44:31,14:dd:a9:70:cc:60,e8:ba:70:9c:c7:35,e8:ba:70:c2:4e:32,e8:ba:70:92:b3:25,30:f7:72:5c:ed:28,58:35:d9:aa:99:e1,dc:a5:f4:b8:73:82,e8:ba:70:92:aa:b0,58:35:d9:aa:99:e2,e8:ba:70:61:25:51,e8:ba:70:61:07:04,00:26:52:db:01:b0,58:35:d9:aa:99:e5,00:26:5a:41:4e:88,e8:ba:70:c2:44:30,e8:ba:70:c2:44:10,58:35:d9:aa:19:e0,58:35:d9:aa:99:e4,e8:ba:70:c2:4e:34,48:ee:0c:ee:27:e4,e8:ba:70:92:c4:e5,e8:ba:70:9c:c7:31,e8:ba:70:9c:c7:34,e8:ba:70:9c:c7:30,14:dd:a9:70:e7:40,e8:ba:70:92:aa:b2,e8:ba:70:c2:44:15,58:35:d9:aa:d5:e1,e8:ba:70:c2:41:93,e8:ba:70:92:b3:21,dc:a5:f4:b8:73:85,e8:ba:70:c2:4e:35,00:26:5a:41:4e:8a,e8:ba:70:61:07:05,58:35:d9:aa:d5:e4,00:19:5b:1f:fd:30,e8:ba:70:92:c4:e2
10,3,2,-72,0,-60,0,-66,-70,0,0,-64,-70,-59,-60,0,0,-67,-64,0,-74,-64,-63,0,-71,0,-65,-71,0,-67,0,0,0,-65,0,0,0,-67,-70,-71,0,0,0,0,0,0,0,-71,0,-70,-57,0,-65,-64,-65,0,0,-74,-65,-71,-74,-70,0,0,0,-61,0,0,-71,-64,0,0,-69,-66,0,0,0,-71,0,0,-74,-74,0,-56,0,0,0,-65,0,-60,-70,0,-65,0,0,0
10,3,3,-72,0,-65,0,-69,-66,0,0,-55,-50,-64,-64,0,0,-67,-55,0,-74,-55,-56,0,-66,0,-67,-66,0,-63,0,0,0,-56,0,0,0,-56,-66,-66,0,0,0,0,0,0,0,-50,0,-51,-50,0,-56,-56,-56,0,0,-63,-68,-62,-63,-50,0,0,0,-64,0,0,-65,-57,0,0,-59,-69,0,0,0,-51,0,0,-63,-63,-74,-49,0,0,0,-56,0,-51,-51,0,-56,0,0,0
9,4,3,0,0,-62,0,0,-73,0,0,-58,-51,-61,-62,0,0,-74,-56,0,-63,-59,-59,0,-73,0,0,-73,0,0,0,0,0,-59,0,0,0,-58,-72,-72,0,0,0,0,0,0,0,-51,0,-50,-62,0,-59,-57,-58,0,0,-63,0,-69,-63,-50,0,-74,0,-62,0,0,-73,-54,0,0,-57,0,0,0,0,-51,-69,0,-63,-63,-63,-57,0,0,0,-58,0,-62,-50,0,-57,0,0,0
9,4,0,0,0,-60,0,-74,-74,0,0,-57,-51,-60,-59,0,0,-74,-57,0,-61,-57,-58,0,-74,0,-74,-73,0,-74,0,0,0,-57,0,0,0,-55,-72,-74,0,0,0,0,0,0,0,-49,0,-51,-61,0,-57,-57,-58,0,0,-61,0,-74,-61,-51,0,-74,0,-59,0,0,-73,-56,0,0,-65,-74,0,0,0,-50,-64,0,-62,-62,-61,-59,0,0,0,-58,0,-60,-49,0,-57,0,0,0
9,4,1,0,0,-52,0,-74,-74,0,0,-62,-60,-53,-53,0,0,-71,-60,0,-69,-62,-62,0,0,0,-74,0,0,-72,0,0,0,-61,0,0,0,-60,0,0,0,0,0,0,0,0,0,-60,0,-59,-53,0,-63,-61,-61,0,0,-69,-71,-69,-69,-60,0,0,0,-53,0,0,0,-61,0,0,-59,-74,0,0,0,-59,-64,0,-69,-68,-61,-59,0,0,0,-61,0,-53,-59,0,-61,0,0,0
9,4,2,0,0,-52,0,-73,-68,0,0,-63,-56,-53,-53,0,0,-71,-62,0,-63,-60,-60,0,0,0,-73,0,0,-72,0,0,0,-59,0,0,0,-62,-67,-67,0,0,0,0,0,0,0,-57,0,-56,-53,0,-60,-62,-61,0,0,-66,-73,-66,-69,-53,0,0,0,-66,0,0,-68,-62,0,0,-58,-73,0,0,0,-56,-69,0,-66,-65,-61,-57,0,0,0,-60,0,-53,-56,0,-62,0,0,0
10,4,0,0,0,-58,0,0,-64,0,0,-55,-48,-48,-47,0,0,0,-55,0,-58,-62,-63,0,-64,0,-65,-65,0,0,0,0,0,-62,0,0,0,-54,-64,-64,0,0,0,0,0,0,0,-48,0,-48,-59,0,-63,-56,-62,0,0,-58,0,0,-58,-48,0,0,0,-48,0,0,-65,-55,0,0,-60,0,0,0,0,-47,-69,0,-58,-59,-59,-49,0,0,0,-62,0,-48,-48,0,-55,0,0,0
10,4,1,0,0,-55,0,-71,-64,0,0,-55,-59,-55,-54,0,0,-71,-61,0,-58,-57,-57,0,0,0,-71,0,0,-71,0,0,0,-57,0,0,0,-62,0,0,0,0,0,0,0,0,0,-58,0,-58,-54,0,-57,-56,-57,0,0,-58,-71,-70,-58,-58,0,0,0,-54,0,0,-65,-61,0,0,-63,-70,0,0,0,-58,0,0,-58,0,0,-49,0,0,0,-56,0,-55,-58,0,-62,0,0,0
10,4,2,0,0,-55,0,-68,-69,0,0,-61,-53,-61,-63,0,0,-68,-59,0,0,-62,-63,0,-68,0,-68,-65,0,-68,0,0,0,-62,0,0,0,-60,0,0,0,0,0,0,0,0,0,-53,0,-53,-54,0,-63,-61,-63,0,0,0,-71,0,-58,-51,0,0,0,-62,0,0,-69,-58,0,0,-61,-68,0,0,0,-53,-68,0,0,-73,-74,-55,0,0,0,-62,0,-62,-53,0,-60,0,0,0
10,4,3,0,0,-58,0,-64,-65,0,0,-60,-50,-58,-59,0,0,-62,-56,0,-73,-63,-63,0,-66,0,-62,-65,0,-64,0,0,0,-63,0,0,0,-57,-65,-65,0,0,0,0,0,0,0,-50,0,-50,-57,0,-63,-57,-63,0,0,-68,-70,0,-68,-51,0,-72,0,-58,0,0,-65,-56,0,0,-59,-64,0,0,0,-50,-71,0,0,-68,-68,-42,0,0,0,-64,0,-58,-51,0,-54,0,0,0
8,5,0,0,0,-64,0,-71,-64,0,0,-54,-52,-65,-64,0,0,-71,-54,0,-70,-54,-55,0,-63,0,-71,-62,0,-71,0,0,0,-54,0,0,0,-54,-63,-63,0,0,0,0,0,0,0,-55,0,-55,-64,0,-53,-55,-55,0,0,-69,0,-73,-70,-55,0,-72,0,-58,0,0,-63,-55,0,0,-63,-71,0,0,0,-53,-60,0,0,-71,-69,-51,0,0,0,-54,0,-64,-56,0,-54,0,0,0
8,5,1,0,0,-59,0,-65,-63,0,0,-54,-63,-57,-58,0,0,-67,-70,0,0,-57,-56,0,-63,0,-67,-63,0,-67,0,0,0,-56,0,0,0,-70,-63,-63,0,0,0,0,0,0,0,-63,0,-63,-64,0,-55,-70,-56,0,0,0,-67,-73,-74,-63,0,0,0,-58,0,0,-63,-70,0,0,-65,-71,0,0,0,-63,-60,0,0,-71,0,-47,0,0,0,-55,0,-57,-62,0,-70,0,0,0
8,5,2,0,0,-70,0,-71,-63,0,0,-57,-58,-57,-69,0,0,-70,-57,0,-64,-62,-63,0,-64,0,-67,-63,0,-71,0,0,0,-63,0,0,0,-57,-64,-64,0,0,0,0,0,0,0,-58,0,-58,-69,0,-63,-57,-63,0,0,0,-67,0,-65,-58,0,0,0,-70,0,0,-64,-57,0,0,-67,-71,0,0,0,-58,-69,0,0,-65,-65,-54,0,0,0,-63,0,-70,-58,0,-57,0,0,0
8,5,3,0,0,-70,0,-68,-63,0,0,-59,-64,-70,-70,0,0,-68,-59,0,-64,-48,-49,0,-64,0,-69,-63,0,-68,0,0,0,-49,0,0,0,-58,-64,-64,0,0,0,0,0,0,0,-64,0,-64,-69,0,-49,-58,-49,0,0,-72,-68,-70,-71,-64,0,-73,0,-70,0,0,-66,-59,0,0,-61,-68,0,0,0,-64,-69,0,-72,-72,-72,-43,0,0,0,-49,0,-70,-64,0,-59,0,0,0
9,5,0,0,0,-62,0,0,-67,0,0,-51,-53,-62,-62,0,0,0,-51,0,-66,-65,-66,0,-67,0,0,-73,0,0,0,0,0,-65,0,0,0,-51,-67,-67,0,0,0,0,0,0,0,-52,0,-54,-62,0,-65,-51,-67,0,0,-63,0,-67,-65,-52,0,0,0,-62,0,0,-67,-51,0,0,-56,0,0,0,0,-51,-57,0,-66,-66,-66,-48,0,0,0,-67,0,-62,-52,0,-51,0,0,0
9,5,1,0,0,-60,0,0,-69,0,0,-65,-58,-61,-61,0,0,0,-67,0,0,-59,-60,0,-69,0,0,-68,0,0,0,0,0,-59,0,0,0,-67,-69,-72,0,0,0,0,0,0,0,-58,0,-57,-61,0,-59,-65,-60,0,0,-63,0,0,0,-58,0,0,0,-61,0,0,-69,-67,0,0,-68,0,0,0,0,-57,-57,0,-66,0,0,-48,0,0,0,-60,0,-61,-59,0,-65,0,0,0
9,5,2,0,0,-63,0,-73,-62,0,0,-60,-54,-63,-62,0,0,0,-59,0,-68,-61,-61,0,-63,0,-74,-63,0,-73,0,0,0,-62,0,0,0,-60,-64,-63,0,0,0,0,0,0,0,-55,0,-55,-63,0,-60,-60,-61,0,0,-66,-73,0,-69,-55,0,0,0,-60,0,0,-61,-59,0,0,-66,-73,0,0,0,-54,-57,0,-60,0,-67,-53,0,0,0,-61,0,-63,-55,0,-59,0,0,0
9,5,3,0,0,-54,0,-74,-71,0,0,-53,-53,-54,-52,0,0,-74,-54,0,-53,-64,-64,0,-71,0,-73,-71,0,-74,0,0,0,-64,0,0,0,-53,-70,-69,0,0,0,0,0,0,0,-53,0,-53,-59,0,-64,-53,-64,0,0,-55,-74,-69,-55,-54,0,0,0,-60,0,0,-70,-53,0,0,-55,-74,0,0,0,-53,-70,0,-55,-55,-55,-47,0,0,0,-64,0,-54,-54,0,-53,0,0,0
10,5,0,0,0,0,0,0,-71,0,0,-55,-55,-58,-58,0,0,0,-55,0,-56,-65,-65,0,-70,0,0,-71,0,0,0,0,0,-65,0,0,0,-55,-71,-71,0,0,0,0,0,0,0,-55,0,-55,-56,0,-65,-55,-65,0,0,-56,0,-73,-56,-55,0,0,0,-59,0,0,-70,-56,0,0,-55,0,0,0,0,-54,-70,0,-56,-56,-55,-51,0,0,0,-65,0,-59,-55,0,-55,0,0,0
10,5,1,0,0,-57,0,-73,-68,0,0,-61,-53,-57,-57,0,0,-72,-55,0,-69,-62,-62,0,-68,0,-73,-67,0,-72,0,0,0,-62,0,0,0,-61,-65,-67,0,0,0,0,0,0,0,-54,0,-53,-57,0,-63,-62,-62,0,0,-65,-73,-70,-56,-53,0,0,0,-57,0,0,-68,-61,0,0,-64,-73,0,0,0,-53,-70,0,-69,-68,-68,-46,0,0,0,-62,0,-57,-53,0,-62,0,0,0
10,5,2,0,0,-67,0,-72,-68,0,0,-54,-52,-66,-67,0,0,-72,-54,0,-71,-70,-71,0,-69,0,-73,-69,0,-72,0,0,0,-70,0,0,0,-55,-68,-69,0,0,0,0,0,0,0,-52,0,-52,-66,0,-70,-55,-70,0,0,-65,-73,-70,-71,-52,0,0,0,-66,0,0,-68,-55,0,0,-61,-72,0,0,0,-52,-70,0,-69,-68,-68,-51,0,0,0,-70,0,-65,-52,0,-55,0,0,0
10,5,3,0,0,-55,0,-64,-74,0,0,-49,-52,-55,-55,0,0,-65,-53,0,-57,-68,-68,0,-74,0,-64,0,0,-64,0,0,0,-68,0,0,0,-50,-74,-74,0,0,0,0,0,0,0,-52,0,-53,-55,0,-68,-49,-68,0,0,-58,-65,-72,-57,-53,0,0,0,-55,0,0,-74,-51,0,0,-61,-64,0,0,0,-53,-72,0,-58,-57,-58,-51,0,0,0,-68,0,-55,-53,0,-49,0,0,0
11,5,0,0,0,-55,0,-71,-74,0,0,-58,-59,-55,-65,0,0,-71,-59,0,-60,-71,-71,0,-66,0,-72,-68,0,-71,0,0,0,-70,0,0,0,-59,-68,-68,0,0,0,0,0,0,0,-58,0,-59,-55,0,-71,-59,-71,0,0,-60,-65,-71,-60,-59,0,0,0,-55,0,0,-67,-59,0,0,-50,-71,0,0,0,-59,-62,0,-60,-60,-59,-50,0,0,0,-70,0,-55,-59,0,-58,0,0,0
11,5,1,0,0,-63,0,-73,-73,0,0,-54,-59,-63,-65,0,0,-74,-58,0,-69,-69,-70,0,-72,0,-73,-73,0,-73,0,0,0,-69,0,0,0,-55,-72,-73,0,0,0,0,0,0,0,-59,0,-59,-63,0,-69,-55,-70,0,0,-67,-73,-73,-69,-59,0,0,0,-65,0,0,-72,-56,0,0,-61,-73,0,0,0,-58,-62,0,-69,-69,-67,-56,0,0,0,-69,0,-63,-58,0,-55,0,0,0
11,5,2,0,0,-60,0,-71,-73,0,0,-51,-53,-63,-65,0,0,-71,-51,0,-69,-70,-70,0,-69,0,-71,-65,0,-71,0,0,0,-69,0,0,0,-52,-69,-69,0,0,0,0,0,0,0,-53,0,-53,-63,0,-69,-52,-69,0,0,-67,-73,-69,-69,-53,0,0,0,-63,0,0,-69,-52,0,0,-59,-71,0,0,0,-54,-68,0,-69,-69,-69,-47,0,0,0,-69,0,-63,-54,0,-51,0,0,0
11,5,3,0,0,-57,0,-63,-73,0,0,-57,-55,-57,-54,0,0,-64,-56,0,-71,-65,-64,0,-67,0,-71,-65,0,-63,0,0,0,-65,0,0,0,-57,-69,-67,0,0,0,0,0,0,0,-55,0,-55,-56,0,-65,-56,-62,0,0,-67,-62,-67,-73,-55,0,-71,0,-56,0,0,-69,-57,0,0,-63,-63,0,0,0,-55,-68,0,-69,-69,-72,-41,0,0,0,-65,0,-54,-55,0,-57,0,0,0
12,5,0,0,0,-70,0,-70,0,0,0,-54,-61,-69,-69,0,0,-70,-54,0,-61,-70,-68,0,-71,0,-68,-70,0,-70,0,0,0,-69,0,0,0,-53,-71,-71,0,0,0,0,0,0,0,-61,0,-61,-71,0,-68,-53,-69,0,0,-60,0,-71,-61,-62,0,-71,0,-69,0,0,-71,-54,0,0,-55,-70,0,0,0,-61,0,0,-61,-60,-61,-55,0,0,0,-69,0,-70,-61,0,-53,0,0,0
12,5,1,0,0,-63,0,0,-69,0,0,-49,-53,-63,-63,0,0,0,-49,0,-73,-71,-71,0,-68,0,0,-69,0,0,0,0,0,-71,0,0,0,-49,-68,-69,0,0,0,0,0,0,0,-54,0,-53,-63,0,-71,-49,-71,0,0,-73,0,-71,-73,-53,0,-71,0,-63,0,0,-69,-49,0,0,-60,0,0,0,0,-54,0,0,-74,-73,-73,-47,0,0,0,-71,0,-70,-53,0,-50,0,0,0
12,5,2,0,0,-57,0,0,-64,0,0,-47,-57,-58,-58,0,0,0,-47,0,-69,-71,-70,0,-66,0,0,-66,0,0,0,0,0,-72,0,0,0,-47,-66,-73,0,0,0,0,0,0,0,-57,0,-57,-59,0,-72,-47,-71,0,0,-70,0,-71,-73,-57,0,-71,0,-59,0,0,-65,-47,0,0,-56,0,0,0,0,-57,0,0,-70,-70,-70,-53,0,0,0,-70,0,-58,-56,0,-47,0,0,0
12,5,3,0,0,-66,0,0,-65,0,0,-53,-61,-66,-58,0,0,0,-53,0,-62,-70,-73,0,-65,0,0,-65,0,0,0,0,0,-73,0,0,0,-53,-65,-65,0,0,0,0,0,0,0,-61,0,-60,-66,0,-73,-53,-72,0,0,-61,0,0,-61,-60,0,0,0,-65,0,0,-65,-53,0,0,-54,0,0,0,0,-61,0,0,-62,-61,-61,-39,0,0,0,-72,0,-66,-61,0,-53,0,0,0
13,5,0,0,0,-66,0,0,-67,0,0,-62,-60,-66,-58,0,0,0,-61,0,-66,-69,-69,0,-67,0,0,-67,0,0,0,0,0,-69,0,0,0,-61,-67,-67,0,0,0,0,0,0,0,-59,0,-59,-72,0,-69,-61,-69,0,0,-66,0,0,-66,-59,0,0,0,-65,0,0,-67,-61,0,0,-61,0,0,0,0,-59,0,0,-67,-64,-67,-47,0,0,0,-69,0,-66,-59,0,-61,0,0,0
13,5,1,0,0,-70,0,-74,-74,0,0,-54,-63,-69,0,0,0,-74,-54,0,-67,-69,-69,0,-74,0,-74,-74,0,-74,0,0,0,-69,0,0,0,-54,-74,-74,0,0,0,0,0,0,0,-63,0,-63,-70,0,-68,-54,-69,0,0,-66,-73,0,-66,-62,0,0,0,0,0,0,-74,-55,0,0,-55,-74,0,0,0,-62,0,0,-66,-65,-66,-51,0,0,0,-69,0,-66,-63,0,-61,0,0,0
13,5,2,0,0,-70,0,-74,-64,0,0,-59,-66,-69,0,0,0,-74,-58,0,-69,-66,-65,0,-65,0,-69,-65,0,-69,0,0,0,-66,0,0,0,-59,-65,-65,0,0,0,0,0,0,0,-65,0,-66,-70,0,-66,-59,-67,0,0,-69,-73,-73,-66,-66,0,0,0,0,0,0,-65,-58,0,0,-61,-74,0,0,0,-65,0,0,-69,-69,-69,-57,0,0,0,-66,0,-66,-65,0,-62,0,0,0
13,5,3,0,0,-70,0,-74,-70,0,0,-57,-63,-70,-70,0,0,-74,-58,0,-60,-73,-73,0,-68,0,0,-70,0,-74,0,0,0,-73,0,0,0,-57,-70,-70,0,0,0,0,0,0,0,-63,0,-63,-71,0,-73,-57,-73,0,0,-59,-74,0,-60,-63,0,0,0,-70,0,0,-71,-57,0,0,-46,-74,0,0,0,-63,0,0,-60,-60,-60,-50,0,0,0,-73,0,-66,-63,0,-55,0,0,0
7,6,0,0,0,0,0,-73,-66,0,0,-54,-63,-66,-61,0,0,-73,-51,0,0,-70,-69,0,-69,0,-73,-71,0,-73,0,0,0,-70,0,0,0,-53,-67,-71,0,0,0,0,0,0,0,-63,0,-62,-61,0,-71,-61,-71,0,0,0,-74,0,-69,-63,0,0,0,-64,0,0,-70,-53,0,0,-63,-73,0,0,0,-63,-66,0,-69,-69,-69,-51,0,0,0,-71,0,-66,-62,0,-53,0,0,0
7,6,1,0,0,-67,0,-73,-66,0,0,-61,-73,-66,-61,0,0,-68,-51,0,0,-66,-66,0,-68,0,-67,-68,0,-69,0,0,0,-66,0,0,0,-53,-68,-69,0,0,0,0,0,0,0,-73,0,-73,-67,0,-67,-61,-66,0,0,0,-69,0,0,-73,0,0,0,-64,0,0,-69,-53,0,0,-67,-73,0,0,0,-73,-66,0,0,-69,-69,-45,0,0,0,-66,0,-66,-73,0,-61,0,0,0
7,6,2,0,0,-62,0,0,-63,0,0,-66,-64,-62,-62,0,0,0,-65,0,-74,-64,-67,0,-64,0,-74,-64,0,-74,0,0,0,-66,0,0,0,-66,-63,-64,0,0,0,0,0,0,0,-65,0,-65,-61,0,-67,-66,-67,0,0,-74,-71,0,-74,-65,0,0,0,-63,0,0,-63,-66,0,0,-71,0,0,0,0,-65,-69,0,-74,-74,-74,-44,0,0,0,-67,0,-61,-65,0,-65,0,0,0
7,6,3,0,0,-60,0,-70,-68,0,0,-63,-66,-61,-60,0,0,-71,-63,0,-74,-55,-55,0,-69,0,-70,-68,0,-72,0,0,0,-55,0,0,0,-61,-67,-68,0,0,0,0,0,0,0,-65,0,-66,-60,0,-55,-63,-54,0,0,-72,-71,-69,-74,-63,0,0,0,-60,0,0,-67,-64,0,0,-71,-70,0,0,0,-66,0,0,-72,-73,-73,-45,0,0,0,-55,0,-61,-66,0,-64,0,0,0
8,6,0,0,0,-69,0,-72,-65,0,0,-56,-63,-61,-60,0,0,-72,-57,0,-65,-60,-60,0,-63,0,-72,-64,0,-72,0,0,0,-60,0,0,0,-57,-65,-68,0,0,0,0,0,0,0,-63,0,-64,-60,0,-59,-56,-59,0,0,-65,-72,-69,-65,-63,0,0,0,-60,0,0,-63,-56,0,0,-61,-70,0,0,0,-62,-69,0,-65,-65,-62,-54,0,0,0,-59,0,-61,-63,0,-56,0,0,0
8,6,1,0,0,-60,0,-67,-74,0,0,-62,-57,-61,-60,0,0,-67,-62,0,0,-61,-61,0,-74,0,-66,-74,0,-67,0,0,0,-63,0,0,0,-62,-74,0,0,0,0,0,0,0,0,-57,0,-58,-59,0,-62,-62,-61,0,0,-65,-66,-69,0,-57,0,0,0,-59,0,0,-74,-62,0,0,-71,-66,0,0,0,-57,0,0,0,-65,-62,-41,0,0,0,-61,0,-58,-57,0,-62,0,0,0
8,6,2,0,0,-69,0,0,-63,0,0,-58,-57,-69,-60,0,0,0,-58,0,-69,-60,-60,0,-62,0,0,-64,0,0,0,0,0,-59,0,0,0,-59,-63,-64,0,0,0,0,0,0,0,-56,0,-56,-69,0,-60,-59,-59,0,0,-70,0,0,-69,-57,0,0,0,-69,0,0,-64,-59,0,0,-69,0,0,0,0,-56,0,0,-69,-69,-69,-42,0,0,0,-60,0,-70,-56,0,-58,0,0,0
8,6,3,0,0,-61,0,-63,-68,0,0,-64,-61,-61,-61,0,0,-62,-58,0,-69,-62,-62,0,-69,0,-63,-69,0,-63,0,0,0,-62,0,0,0,-64,-67,-67,0,0,0,0,0,0,0,-61,0,-61,-63,0,-61,-63,-62,0,0,-72,-63,-66,-69,-61,0,0,0,-60,0,0,-67,-63,0,0,-69,-63,0,0,0,-62,0,0,-69,-73,-72,-39,0,0,0,-62,0,-61,-61,0,-64,0,0,0
9,6,0,0,0,-61,0,0,-72,0,0,-57,-57,-60,-61,0,0,0,-57,0,-64,-67,-67,0,-71,0,0,-69,0,0,0,0,0,-67,0,0,0,-57,-72,-72,0,0,0,0,0,0,0,-57,0,-56,-61,0,-67,-58,-67,0,0,-65,0,0,-64,-56,0,0,0,-60,0,0,-72,-58,0,0,-68,-63,0,0,0,-57,-63,0,-64,-64,-64,-54,0,0,0,-67,0,-61,-57,0,-58,0,0,0
9,6,1,0,0,-57,0,-72,-62,0,0,-64,-56,-56,-57,0,0,0,-63,0,0,-55,-55,0,-63,0,-70,-63,0,0,0,0,0,-55,0,0,0,-63,-63,-63,0,0,0,0,0,0,0,-58,0,-55,-57,0,-55,-65,-55,0,0,0,-70,0,0,-55,0,0,0,-58,0,0,-63,-63,0,0,-64,0,0,0,0,-53,0,0,0,0,0,-39,0,0,0,-55,0,-57,-56,0,-64,0,0,0
9,6,2,0,0,-68,0,-70,-64,0,0,-56,-56,-68,-57,0,0,-71,-56,0,-71,-67,-68,0,-65,0,-70,-63,0,-71,0,0,0,-67,0,0,0,-57,-65,-64,0,0,0,0,0,0,0,-57,0,-58,-57,0,-67,-56,-67,0,0,-71,-71,0,-71,-57,0,0,0,-68,0,0,-65,-56,0,0,-63,-70,0,0,0,-56,0,0,-71,-71,-71,-48,0,0,0,-66,0,-57,-59,0,-57,0,0,0
9,6,3,0,0,-54,0,-70,-67,0,0,-55,-54,-53,-54,0,0,-71,-55,0,-71,-64,-64,0,-68,0,-71,-68,0,-72,0,0,0,-64,0,0,0,-55,-68,-68,0,0,0,0,0,0,0,-55,0,-58,-55,0,-64,-55,-64,0,0,-71,-71,0,-71,-54,0,-73,0,-54,0,0,-68,-54,0,0,-74,-70,0,0,0,-55,0,0,-71,-71,-71,-36,0,0,0,-64,0,-52,-55,0,-55,0,0,0
10,6,0,0,0,-54,0,-71,0,0,0,-54,-64,-53,-54,0,0,-73,-54,0,-58,-65,-65,0,0,0,-70,-68,0,-70,0,0,0,-65,0,0,0,-53,-68,0,0,0,0,0,0,0,0,-63,0,-64,-65,0,-65,-53,-64,0,0,-58,-71,0,-58,-65,0,-73,0,-65,0,0,0,-53,0,0,-57,-71,0,0,0,-63,-71,0,-59,-58,-57,-52,0,0,0,-64,0,-52,-63,0,-54,0,0,0
10,6,1,0,0,-55,0,-69,-62,0,0,-55,-51,-55,-55,0,0,-69,-55,0,-58,-63,-63,0,-63,0,-70,-61,0,-70,0,0,0,-64,0,0,0,-55,-64,-63,0,0,0,0,0,0,0,-51,0,-51,-54,0,-63,-55,-63,0,0,-71,-71,0,-71,-51,0,-73,0,-55,0,0,-63,-55,0,0,-67,-68,0,0,0,-51,0,0,-59,-71,-71,-53,0,0,0,-63,0,-54,-51,0,-55,0,0,0
10,6,2,0,0,-55,0,0,-59,0,0,-62,-57,-67,-67,0,0,0,-63,0,-69,-66,-66,0,-59,0,0,-59,0,0,0,0,0,-66,0,0,0,-63,-59,-59,0,0,0,0,0,0,0,-57,0,-57,-54,0,-67,-63,-67,0,0,-69,0,0,-69,-57,0,0,0,-67,0,0,-60,-63,0,0,-58,-68,0,0,0,-57,0,0,-68,-68,-68,-53,0,0,0,-67,0,-54,-57,0,-63,0,0,0
10,6,3,0,0,-55,0,-68,-66,0,0,-59,-59,-56,-54,0,0,-70,-63,0,-66,-67,-67,0,-67,0,-70,-66,0,-66,0,0,0,-68,0,0,0,-59,-67,-59,0,0,0,0,0,0,0,-58,0,-59,-57,0,-67,-59,-68,0,0,-67,-70,0,-69,-59,0,0,0,-57,0,0,-64,-59,0,0,-65,-68,0,0,0,-59,0,0,-68,-68,-68,-39,0,0,0,-67,0,-54,-59,0,-58,0,0,0
11,6,0,0,0,-61,0,-71,-65,0,0,-53,-61,-56,-54,0,0,-71,-53,0,-59,-69,-70,0,-65,0,-70,-66,0,-71,0,0,0,-70,0,0,0,-53,-65,-64,0,0,0,0,0,0,0,-61,0,-62,-61,0,-69,-53,-69,0,0,-60,-71,0,-60,-61,0,0,0,-63,0,0,-64,-53,0,0,-57,-71,0,0,0,-61,-71,0,-59,-60,-58,-51,0,0,0,-69,0,-54,-61,0,-53,0,0,0
11,6,1,0,0,-59,0,-70,-67,0,0,-55,-51,-59,-58,0,0,-71,-55,0,-71,-73,-74,0,-67,0,-70,-67,0,-71,0,0,0,-73,0,0,0,-55,-67,-67,0,0,0,0,0,0,0,-51,0,-51,-59,0,-74,-60,-71,0,0,-71,-70,0,-70,-51,0,0,0,-59,0,0,-67,-55,0,0,-60,-71,0,0,0,-51,-71,0,-71,-71,-71,-43,0,0,0,-74,0,-54,-51,0,-53,0,0,0
11,6,2,0,0,-65,0,-74,-63,0,0,-55,-55,-65,-66,0,0,0,-54,0,-67,-66,-66,0,-62,0,-74,-62,0,0,0,0,0,-67,0,0,0,-54,-63,-62,0,0,0,0,0,0,0,-55,0,-55,-65,0,-65,-54,-66,0,0,-67,0,-73,-67,-55,0,0,0,-65,0,0,-61,-55,0,0,-57,0,0,0,0,-55,0,0,-67,-67,-67,-51,0,0,0,-66,0,-65,-55,0,-55,0,0,0
