X,Y,D,e8:ba:70:92:aa:b5,e8:ba:70:92:c4:e1,dc:a5:f4:b8:73:83,e8:ba:70:c2:44:11,e8:ba:70:c2:44:34,e8:ba:70:61:25:52,58:35:d9:aa:c2:44,58:35:d9:aa:d5:e3,e8:ba:70:61:07:01,e8:ba:70:c2:4e:31,dc:a5:f4:b8:73:84,dc:a5:f4:b8:73:80,58:35:d9:aa:19:64,58:35:d9:aa:d5:e0,e8:ba:70:c2:44:33,e8:ba:70:61:07:00,58:35:d9:aa:c2:42,e8:ba:70:9c:c7:33,e8:ba:70:c2:41:90,e8:ba:70:c2:41:95,e8:ba:70:92:aa:b4,e8:ba:70:61:25:55,e8:ba:70:92:b3:24,e8:ba:70:c2:44:32,e8:ba:70:61:25:50,e8:ba:70:c2:44:14,e8:ba:70:c2:44:35,e8:ba:70:92:b3:20,e8:ba:70:92:c4:e0,c4:a8:1d:8d:6f:08,e8:ba:70:c2:41:92,e8:ba:70:c2:44:13,58:35:d9:aa:d5:e5,e8:ba:70:92:aa:b1,e8:ba:70:61:07:02,e8:ba:70:61:25:54,e8:ba:70:61:25:53,e8:ba:70:92:c4:e4,e8:ba:70:c2:44:12,58:35:d9:aa:c2:40,58:35:d9:aa:99:e0,e8:ba:70:92:b3:22,e8:ba:70:92:c4:e3,e8:ba:70:92:b3:23,e8:ba:70:c2:4e:30,58:35:d9:aa:d5:e2,e8:ba:70:c2:4e:33,dc:a5:f4:b8:73:81,58:35:d9:aa:c4:e0,e8:ba:70:c2:41:91,e8:ba:70:61:07:03,e8:ba:70:c2:41:94,e8:ba:70:92:aa:b3,58:35:d9:aa:99:e3,e8:ba:70:9c:c7:32,e8:ba:70:c2:44:31,14:dd:a9:70:cc:60,e8:ba:70:9c:c7:35,e8:ba:70:c2:4e:32,e8:ba:70:92:b3:25,30:f7:72:5c:ed:28,58:35:d9:aa:99:e1,dc:a5:f4:b8:73:82,e8:ba:70:92:aa:b0,58:35:d9:aa:99:e2,e8:ba:70:61:25:51,e8:ba:70:61:07:04,00:26:52:db:01:b0,58:35:d9:aa:99:e5,00:26:5a:41:4e:88,e8:ba:70:c2:44:30,e8:ba:70:c2:44:10,58:35:d9:aa:19:e0,58:35:d9:aa:99:e4,e8:ba:70:c2:4e:34,48:ee:0c:ee:27:e4,e8:ba:70:92:c4:e5,e8:ba:70:9c:c7:31,e8:ba:70:9c:c7:34,e8:ba:70:9c:c7:30,14:dd:a9:70:e7:40,e8:ba:70:92:aa:b2,e8:ba:70:c2:44:15,58:35:d9:aa:d5:e1,e8:ba:70:c2:41:93,e8:ba:70:92:b3:21,dc:a5:f4:b8:73:85,e8:ba:70:c2:4e:35,00:26:5a:41:4e:8a,e8:ba:70:61:07:05,58:35:d9:aa:d5:e4,00:19:5b:1f:fd:30,e8:ba:70:92:c4:e2
11,6,3,0,0,-52,0,0,-71,0,0,-63,-65,-53,-52,0,0,0,-63,0,-65,-66,-66,0,-70,0,0,-72,0,0,0,0,0,-66,0,0,0,-62,-72,-72,0,0,0,0,0,0,0,-64,0,-65,-51,0,-66,-63,-66,0,0,-66,0,0,-67,-65,0,0,0,-53,0,0,-71,-62,0,0,-62,0,0,0,0,-65,0,0,-67,-66,-67,-39,0,0,0,-65,0,-53,-65,0,-62,0,0,0
12,6,0,0,0,-52,0,0,-69,0,0,-50,-60,-53,-59,0,0,0,-51,0,-64,-68,-68,0,-69,0,0,-69,0,0,0,0,0,-67,0,0,0,-51,-69,-69,0,0,0,0,0,0,0,-59,0,-59,-51,0,-68,-50,-67,0,0,-65,0,-74,-65,-59,0,0,0,-60,0,0,-69,-50,0,0,-53,0,0,0,0,-58,0,0,-65,-67,-65,-49,0,0,0,-66,0,-53,-59,0,-50,0,0,0
12,6,1,0,0,-60,0,0,-69,0,0,-49,-60,-60,-59,0,0,0,-48,0,-62,-62,-69,0,-69,0,0,-69,0,0,0,0,0,-68,0,0,0,-48,-69,-68,0,0,0,0,0,0,0,-59,0,-59,-60,0,-69,-49,-68,0,0,-63,0,0,-62,-59,0,0,0,-60,0,0,-69,-49,0,0,-52,0,0,0,0,-59,0,0,-63,-63,-61,-47,0,0,0,-69,0,-53,-59,0,-50,0,0,0
12,6,2,0,0,-66,0,-73,-62,0,0,-57,-60,-67,-66,0,0,-74,-57,0,-58,-68,-70,0,-69,0,-73,-62,0,-74,0,0,0,-67,0,0,0,-57,-60,-61,0,0,0,0,0,0,0,-60,0,-60,-66,0,-66,-57,-68,0,0,-59,-73,0,-58,-60,0,0,0,-66,0,0,-61,-57,0,0,-49,-74,0,0,0,-60,0,0,-59,-59,-56,-50,0,0,0,-67,0,-66,-60,0,-57,0,0,0
12,6,3,0,0,-66,0,0,-64,0,0,-53,-61,-67,-67,0,0,0,-52,0,-64,-73,-73,0,-64,0,0,-64,0,0,0,0,0,-71,0,0,0,-53,-64,-71,0,0,0,0,0,0,0,-61,0,-61,-66,0,-73,-55,-71,0,0,-63,0,0,-63,-60,0,0,0,-67,0,0,-64,-53,0,0,-53,0,0,0,0,-60,0,0,-64,-64,-63,-46,0,0,0,-73,0,-67,-61,0,-53,0,0,0
13,6,0,0,0,-66,0,0,-68,0,0,-53,-63,-67,-67,0,0,0,-52,0,-62,-71,-70,0,-68,0,0,-64,0,0,0,0,0,-70,0,0,0,-54,-68,-68,0,0,0,0,0,0,0,-62,0,-62,-69,0,-69,-53,-70,0,0,-63,0,0,-62,-62,0,0,0,-67,0,0,-67,-53,0,0,-45,0,0,0,0,-62,0,0,-62,-63,-63,-48,0,0,0,-69,0,-67,-62,0,-52,0,0,0
13,6,1,0,0,-61,0,-73,-64,0,0,-54,-64,-61,-61,0,0,-72,-54,0,-64,-74,0,0,-64,0,-73,-64,0,-74,0,0,0,-74,0,0,0,-53,-68,-64,0,0,0,0,0,0,0,-62,0,-63,-61,0,-74,-54,-74,0,0,-65,-73,0,-64,-62,0,0,0,-61,0,0,-65,-53,0,0,-59,-73,0,0,0,-63,0,0,-64,-65,-65,-47,0,0,0,-74,0,-61,-61,0,-54,0,0,0
13,6,2,0,0,-61,0,0,-64,0,0,-50,-66,-61,-61,0,0,0,-50,0,-62,-61,-61,0,-64,0,-73,-65,0,0,0,0,0,-60,0,0,0,-49,-65,-66,0,0,0,0,0,0,0,-66,0,-67,-61,0,-60,-51,-61,0,0,-62,-73,0,-62,-66,0,0,0,-61,0,0,-64,-50,0,0,-48,0,0,0,0,-66,0,0,-60,-61,-65,-55,0,0,0,-61,0,-61,-67,0,-51,0,0,0
13,6,3,0,0,-58,0,-74,-66,0,0,-63,-65,-58,-58,0,0,-74,-64,0,-61,-67,-66,0,-67,0,-74,-65,0,0,0,0,0,-67,0,0,0,-63,-65,-66,0,0,0,0,0,0,0,-65,0,-65,-58,0,-66,-64,-66,0,0,-58,-74,0,-59,-65,0,0,0,-58,0,0,-65,-64,0,0,-41,-74,0,0,0,-65,-74,0,-59,-58,-59,-51,0,0,0,-67,0,-56,-65,0,-62,0,0,0
7,7,0,0,0,-71,0,-74,-64,0,0,-54,-60,-71,-70,0,0,-73,-65,0,-62,-55,-52,0,-63,0,-73,-63,0,-73,0,0,0,-55,0,0,0,-66,-63,-63,0,0,0,0,0,0,0,-61,0,-60,-57,0,-55,-54,-55,0,0,-61,-65,-73,-61,-60,0,-71,0,-71,0,0,-63,-65,0,0,-66,-73,0,0,0,-59,0,0,-61,-62,-61,-51,0,0,0,-55,0,-70,-60,0,-54,0,0,0
7,7,1,0,0,-57,0,-71,-67,0,0,-63,-67,-55,-57,0,0,-70,-60,0,-62,-55,-55,0,-65,0,-70,-67,0,-71,0,0,0,-55,0,0,0,-60,-67,-67,0,0,0,0,0,0,0,-67,0,-67,-57,0,-55,-61,-55,0,0,-61,-71,-73,-71,-69,0,0,0,-57,0,0,-66,-60,0,0,-67,-71,0,0,0,-68,0,0,-61,-62,-61,-48,0,0,0,-55,0,-58,-68,0,-60,0,0,0
7,7,2,0,0,-64,0,-71,-53,0,0,-56,-59,-55,-65,0,0,-73,-56,0,-72,-64,-64,0,-53,0,-72,-53,0,-73,0,0,0,-64,0,0,0,-55,-54,-53,0,0,0,0,0,0,0,-57,0,-58,-64,0,-64,-56,-64,0,0,-72,-73,0,-72,-58,0,0,0,-64,0,0,-53,-55,0,0,-64,-73,0,0,0,-58,-72,0,-73,-72,-61,-49,0,0,0,-64,0,-64,-56,0,-56,0,0,0
7,7,3,0,0,-64,0,-63,-59,0,0,-56,-63,-64,-64,0,0,-62,-57,0,-71,-47,-47,0,-59,0,-64,-59,0,-63,0,0,0,-48,0,0,0,-56,-59,-59,0,0,0,0,0,0,0,-57,0,-63,-64,0,-47,-57,-48,0,0,-71,-64,0,-72,-58,0,0,0,-64,0,0,-59,-56,0,0,-63,-62,0,0,0,-58,0,0,-72,-71,0,-51,0,0,0,-48,0,-64,-62,0,-56,0,0,0
8,7,0,0,0,-61,0,-71,-63,0,0,-58,-60,-55,-60,0,0,-73,-57,0,-69,-61,-61,0,-64,0,0,-63,0,-73,0,0,0,-61,0,0,0,-56,-64,-64,0,0,0,0,0,0,0,-61,0,-61,-55,0,-61,-57,-61,0,0,-69,-73,-58,-69,-61,0,0,0,-65,0,0,-63,-56,0,0,-64,-73,0,0,0,-61,0,0,-69,-68,-67,-46,0,0,0,-62,0,-57,-60,0,-56,0,0,0
8,7,1,0,0,-57,0,-67,-63,0,0,-60,-61,-57,-56,0,0,-67,-62,0,-70,-59,-59,0,-63,0,-67,-63,0,-67,0,0,0,-59,0,0,0,-62,-63,-63,0,0,0,0,0,0,0,-59,0,-61,-58,0,-59,-57,-59,0,0,-69,-66,0,-70,-61,0,0,0,-57,0,0,-63,-56,0,0,-69,-67,0,0,0,-61,0,0,-69,-71,-67,-42,0,0,0,-59,0,-57,-61,0,-56,0,-71,0
8,7,2,0,0,-67,0,0,-60,0,0,-55,-60,-68,-67,0,0,0,-56,0,-71,-68,-68,0,-59,0,0,-59,0,0,0,0,0,-68,0,0,0,-55,-59,-59,0,0,0,0,0,0,0,-60,0,-60,-67,0,-69,-55,-68,0,0,-71,0,0,-72,-60,0,0,0,-67,0,0,-59,-55,0,0,-63,0,0,0,0,-60,0,0,-71,-69,-69,-47,0,0,0,-67,0,-67,-60,0,-55,0,-71,0
8,7,3,0,0,-63,0,-65,-61,0,0,-58,-55,-63,-63,0,0,-65,-58,0,-71,-64,-64,0,-61,0,-66,-61,0,-65,0,0,0,-64,0,0,0,-57,-61,-61,0,0,0,0,0,0,0,-55,0,-55,-62,0,-64,-58,-64,0,0,-71,-65,0,-74,-55,0,-74,0,-61,0,0,-61,-57,0,0,-59,-66,0,0,0,-55,0,0,-74,-74,-74,-45,0,0,0,-65,0,-62,-55,0,-57,0,0,0
9,7,0,0,0,-63,0,0,-63,0,0,-54,-64,-63,-63,0,0,0,-54,0,-60,-65,-65,0,-61,0,0,-61,0,0,0,0,0,-65,0,0,0,-53,-63,-61,0,0,0,0,0,0,0,-64,0,-64,-63,0,-65,-54,-65,0,0,-59,0,0,-59,-64,0,-74,0,-63,0,0,-61,-54,0,0,-58,-73,0,0,0,-65,-71,0,-60,-60,-61,-51,0,0,0,-65,0,-62,-63,0,-54,0,0,0
9,7,1,0,0,-61,0,-65,-58,0,0,-57,-51,-63,-61,0,0,-65,-57,0,-72,-71,-71,0,-60,0,-64,-60,0,-64,0,0,0,-72,0,0,0,-56,-59,-59,0,0,0,0,0,0,0,-51,0,-51,-61,0,-68,-57,-72,0,0,-59,-64,0,-72,-51,0,0,0,-61,0,0,-60,-57,0,0,-64,-64,0,0,0,-51,-71,0,-73,-73,-73,-46,0,0,0,-71,0,-61,-51,0,-57,0,0,0
9,7,2,0,0,-61,0,-65,-68,0,0,-55,-54,-68,-61,0,0,-74,-54,0,-69,-61,-61,0,-68,0,-64,-67,0,-73,0,0,0,-61,0,0,0,-54,-67,-69,0,0,0,0,0,0,0,-53,0,-53,-70,0,-61,-54,-61,0,0,-59,-73,-74,-72,-59,0,0,0,-61,0,0,-68,-54,0,0,-66,-64,0,0,0,-53,-71,0,-71,-70,-73,-46,0,0,0,-60,0,-61,-53,0,-55,0,0,0
9,7,3,0,0,-61,0,-62,-69,0,0,-58,-57,-63,-61,0,0,-61,-58,0,-70,-63,-63,0,-68,0,-62,-67,0,-62,0,0,0,-63,0,0,0,-57,-68,-69,0,0,0,0,0,0,0,-57,0,-57,-64,0,-63,-58,-63,0,0,0,-61,-74,-70,-57,0,0,0,-61,0,0,-68,-58,0,0,-63,-62,0,0,0,-57,-71,0,-71,-69,0,-43,0,0,0,-63,0,-64,-58,0,-58,0,0,0
10,7,0,0,0,-57,0,-71,-69,0,0,-57,-51,-58,-54,0,0,-71,-58,0,-62,-64,-64,0,-70,0,-72,-65,0,-71,0,0,0,-64,0,0,0,-57,-69,-60,0,0,0,0,0,0,0,-51,0,-51,-57,0,-64,-57,-65,0,0,-63,-71,-74,-62,-51,0,0,0,-57,0,0,-60,-56,0,0,-57,-71,0,0,0,-51,-74,0,-62,-62,-62,-38,0,0,0,-64,0,-57,-51,0,-57,0,0,0
10,7,1,0,0,-58,0,-71,-61,0,0,-55,-59,-55,-57,0,0,-71,-55,0,-62,-61,-61,0,-61,0,-71,-61,0,-72,0,0,0,-58,0,0,0,-55,-61,-62,0,0,0,0,0,0,0,-59,0,-59,-59,0,-61,-55,-61,0,0,-68,-71,0,-67,-59,0,0,0,-53,0,0,-62,-55,0,0,-64,-71,0,0,0,-58,0,0,-62,-69,-68,-43,0,0,0,-61,0,-57,-59,0,-55,0,0,0
10,7,2,0,0,-61,0,0,-64,0,0,-57,-53,-55,-61,0,0,0,-57,0,-62,-66,-66,0,-64,0,0,-64,0,0,0,0,0,-66,0,0,0,-57,-64,-63,0,0,0,0,0,0,0,-53,0,-53,-59,0,-65,-57,-66,0,0,-63,-71,0,-62,-53,0,0,0,-53,0,0,-62,-57,0,0,-61,0,0,0,0,-53,0,0,-62,-62,-62,-42,0,0,0,-65,0,-57,-53,0,-57,0,0,0
10,7,3,0,0,-63,0,-73,-69,0,0,-64,-53,-63,-63,0,0,-73,-65,0,0,-70,-70,0,-69,0,-73,-68,0,-73,0,0,0,-70,0,0,0,-65,-68,-68,0,0,0,0,0,0,0,-53,0,-53,-63,0,-70,-64,-70,0,0,-71,-74,0,-62,-53,0,0,0,-63,0,0,-69,-64,0,0,-65,-73,0,0,0,-53,0,0,-71,-62,-71,-43,0,0,0,-70,0,-63,-53,0,-63,0,0,0
11,7,0,0,0,-63,0,0,-69,0,0,-56,-55,-63,-63,0,0,0,-56,0,-63,-64,-64,0,-68,0,0,-69,0,-73,0,0,0,-63,0,0,0,-56,-69,-68,0,0,0,0,0,0,0,-55,0,-55,-63,0,-64,-56,-64,0,0,-63,0,-74,-63,-55,0,0,0,-62,0,0,-69,-56,0,0,-51,-73,0,0,0,-54,0,0,-63,-62,-63,-52,0,0,0,-64,0,-63,-55,0,-56,0,0,0
11,7,1,0,0,-53,0,0,-66,0,0,-58,-62,-54,-54,0,0,-70,-58,0,-70,-70,-69,0,-66,0,-68,-67,0,-70,0,0,0,-71,0,0,0,-56,-67,-67,0,0,0,0,0,0,0,-61,0,-62,-53,0,-70,-58,-70,0,0,-71,-69,-74,-70,-62,0,0,0,-52,0,0,-69,-58,0,0,-53,0,0,0,0,-61,0,0,-70,-62,-63,-47,0,0,0,-69,0,-53,-62,0,-57,0,0,0
11,7,2,0,0,-67,0,-72,-65,0,0,-58,-55,-54,-67,0,0,-72,-58,0,-72,-70,-63,0,-66,0,-72,-65,0,-72,0,0,0,-63,0,0,0,-58,-66,-66,0,0,0,0,0,0,0,-54,0,-55,-67,0,-63,-60,-63,0,0,-73,-72,-74,-73,-55,0,0,0,-67,0,0,-66,-58,0,0,-56,-72,0,0,0,-55,-72,0,-73,-73,-73,-47,0,0,0,-63,0,-67,-55,0,-61,0,0,0
11,7,3,0,0,-56,0,0,-66,0,0,-59,-55,-56,-56,0,0,0,-59,0,-61,-70,0,0,-66,0,0,-67,0,0,0,0,0,-63,0,0,0,-59,-66,-67,0,0,0,0,0,0,0,-56,0,-57,-56,0,0,-59,-63,0,0,-63,0,0,-63,-57,0,0,0,-56,0,0,-66,-59,0,0,-61,0,0,0,0,-55,-72,0,-63,-62,-63,-57,0,0,0,0,0,-56,-56,0,-61,0,0,0
12,7,0,0,0,-66,0,0,-62,0,0,-57,-66,-66,-68,0,0,0,-58,0,-55,-70,-69,0,-63,0,0,-61,0,0,0,0,0,-70,0,0,0,-58,-62,-62,0,0,0,0,0,0,0,-67,0,-67,-67,0,-69,-57,-69,0,0,-54,0,0,-56,-66,0,0,0,-67,0,0,-63,-59,0,0,-53,0,0,0,0,-66,-72,0,-56,-56,-55,-51,0,0,0,-70,0,-66,-66,0,-59,0,0,0
12,7,1,0,0,-66,0,0,-70,0,0,-55,-55,-66,-66,0,0,0,-56,0,-62,0,0,0,-69,0,-74,-68,0,0,0,0,0,0,0,0,0,-55,-68,-69,0,0,0,0,0,0,0,-55,0,-55,-66,0,-69,-56,0,0,0,-64,0,0,-64,-55,0,0,0,-67,0,0,-68,-55,0,0,-55,-74,0,0,0,-55,-72,0,-65,-64,-64,-51,0,0,0,0,0,-66,-60,0,-55,0,0,0
12,7,2,0,0,-66,0,0,-66,0,0,-54,-60,-59,-61,0,0,0,-55,0,-63,-64,-64,0,-67,0,0,-67,0,0,0,0,0,-64,0,0,0,-54,-66,-66,0,0,0,0,0,0,0,-59,0,-59,-60,0,-64,-54,-65,0,0,-63,0,0,-62,-59,0,0,0,-60,0,0,-68,-55,0,0,-54,0,0,0,0,-59,-72,0,-63,-63,-61,-55,0,0,0,-65,0,-59,-59,0,-54,0,0,0
12,7,3,0,0,-61,0,0,-71,0,0,-58,-60,-61,-61,0,0,0,-58,0,0,-67,-67,0,-71,0,0,-70,0,0,0,0,0,-67,0,0,0,-58,-71,-74,0,0,0,0,0,0,0,-62,0,-62,-61,0,-67,-59,-67,0,0,-66,0,0,0,-62,0,-74,0,-62,0,0,-74,-58,0,0,-66,0,0,0,0,-62,-72,0,0,0,0,-49,0,0,0,-67,0,-59,-62,0,-59,0,0,0
7,8,0,0,0,-61,0,0,-61,0,0,-55,-59,-70,-58,0,0,-70,-56,0,-74,-69,-69,0,-62,0,0,-62,0,-74,0,0,0,-70,0,0,0,-56,-61,-62,0,0,0,0,0,0,0,-59,0,-58,-62,0,-69,-56,-69,0,0,-73,0,0,-74,-59,0,0,0,-62,0,0,-62,-55,0,0,-61,0,0,0,0,-57,0,0,-73,-72,-74,-51,0,0,0,-69,0,-69,-59,0,-55,0,0,0
7,8,1,0,0,-61,0,0,-55,0,0,-63,-59,-60,-61,0,0,0,-56,0,0,-63,-62,0,-55,0,0,-55,0,0,0,0,0,-62,0,0,0,-63,-55,-55,0,0,0,0,0,0,0,-59,0,-59,-61,0,-62,-61,-62,0,0,0,0,0,0,-59,0,0,0,-61,0,0,-55,-63,0,0,-69,0,0,0,0,-59,0,0,0,0,0,-49,0,0,0,-62,0,-61,-59,0,-63,0,0,0
7,8,2,0,0,-64,0,0,-49,0,0,-59,-61,-60,-61,0,0,0,-59,0,0,-68,-69,0,-49,0,0,-49,0,0,0,0,0,-68,0,0,0,-59,-49,-49,0,0,0,0,0,0,0,-61,0,-62,-61,0,-67,-59,-68,0,0,0,0,0,0,-61,0,0,0,-61,0,0,-49,-58,0,0,-64,0,0,0,0,-61,0,0,0,0,0,-47,0,0,0,-68,0,-65,-61,0,-58,0,0,0
7,8,3,0,0,-63,0,0,-61,0,0,-56,-61,-63,-63,0,0,0,-55,0,0,-65,-65,0,-61,0,0,-61,0,0,0,0,0,-65,0,0,0,-57,-61,-62,0,0,0,0,0,0,0,-61,0,-61,-63,0,-65,-56,-65,0,0,0,0,-73,0,-61,0,0,0,-63,0,0,-61,-56,0,0,-69,0,0,0,0,-60,0,0,0,0,0,-47,0,0,0,-65,0,-63,-61,0,-56,0,0,0
8,8,0,0,0,-68,0,0,-67,0,0,-53,-60,-68,-67,0,0,0,-53,0,0,-65,-67,0,-67,0,0,-67,0,0,0,0,0,-66,0,0,0,-54,-67,-67,0,0,0,0,0,0,0,-60,0,-60,-67,0,-66,-53,-66,0,0,0,-74,-71,0,-61,0,0,0,-68,0,0,-67,-59,0,0,-62,0,0,0,0,-60,0,0,-74,0,0,-50,0,0,0,-65,0,-67,-59,0,-53,0,0,0
8,8,1,0,0,-60,0,0,-58,0,0,-58,-62,-62,-62,0,0,-71,-57,0,0,-70,-71,0,-58,0,-71,-58,0,-71,0,0,0,-70,0,0,0,-59,-58,-58,0,0,0,0,0,0,0,-61,0,-62,-67,0,-70,-59,-71,0,0,0,-70,-74,0,-62,0,0,0,-64,0,0,-58,-59,0,0,-69,-71,0,0,0,-61,0,0,0,0,0,-51,0,0,0,-71,0,-62,-62,0,-59,0,0,0
8,8,2,0,0,-67,0,0,-56,0,0,-55,-54,-62,-62,0,0,0,-55,0,0,-70,-69,0,-56,0,0,-55,0,0,0,0,0,-69,0,0,0,-54,-55,-56,0,0,0,0,0,0,0,-53,0,-53,-66,0,-69,-55,-69,0,0,0,0,0,0,-53,0,0,0,-64,0,0,-55,-55,0,0,-61,0,0,0,0,-53,-74,0,0,0,0,-50,0,0,0,-69,0,-67,-54,0,-55,0,0,0
8,8,3,0,0,-61,0,0,-66,0,0,-60,-58,-60,-61,0,0,-74,-55,0,0,-71,-71,0,-65,0,0,-65,0,0,0,0,0,-71,0,0,0,-59,-65,-65,0,0,0,0,0,0,0,-58,0,-58,-60,0,-69,-59,-71,0,0,0,0,0,0,-58,0,0,0,-61,0,0,-65,-59,0,0,-65,-74,0,0,0,-61,0,0,0,0,0,-59,0,0,0,-72,0,-60,-58,0,-55,0,0,0
9,8,0,0,0,-61,0,-69,-66,0,0,-58,-51,-60,-72,0,0,-69,-58,0,0,-70,-70,0,-65,0,-69,-65,0,-67,0,0,0,-70,0,0,0,-58,-65,-65,0,0,0,0,0,0,0,-52,0,-51,-56,0,-70,-58,-70,0,0,0,0,0,-72,-51,0,0,0,-61,0,0,-64,-59,0,0,-57,-68,0,0,0,-51,-67,0,0,-72,-73,-41,0,0,0,-72,0,-57,-52,0,-58,0,0,0
9,8,1,0,0,0,0,-62,-61,0,0,-55,-57,-55,-69,0,0,-61,-55,0,-74,-65,-65,0,-62,0,-62,-62,0,-61,0,0,0,-65,0,0,0,-55,-62,-62,0,0,0,0,0,0,0,-57,0,-57,-56,0,-66,-55,-65,0,0,-74,-62,0,-74,-58,0,0,0,0,0,0,-62,-55,0,0,-60,-62,0,0,0,-57,-67,0,0,0,-74,-47,0,0,0,-65,0,-57,-57,0,-55,0,0,0
9,8,2,0,0,-63,0,-69,-57,0,0,-71,-52,-62,-63,0,0,-69,-73,0,-70,-64,-64,0,-57,0,-69,-58,0,-69,0,0,0,-64,0,0,0,-71,-58,-58,0,0,0,0,0,0,0,-53,0,-52,-63,0,-65,-73,-63,0,0,-73,-68,0,-70,-51,0,0,0,-63,0,0,-56,-72,0,0,-61,-69,0,0,0,-51,-73,0,-73,-73,-73,-50,0,0,0,-64,0,-63,-53,0,-71,0,0,0
9,8,3,0,0,-60,0,-70,-68,0,0,-73,-61,-60,-60,0,0,-68,-73,0,-70,-71,-71,0,-67,0,-71,-68,0,-69,0,0,0,-71,0,0,0,0,-68,-68,0,0,0,0,0,0,0,-60,0,-61,-60,0,-71,-73,-71,0,0,-72,-68,0,-70,-61,0,0,0,-60,0,0,-66,-73,0,0,-72,-71,0,0,0,-61,0,0,-73,-72,-71,-57,0,0,0,-71,0,-59,-61,0,-72,0,0,0
10,8,0,0,0,-58,0,-70,-67,0,0,-60,-66,-59,-59,0,0,-68,-60,0,-59,0,0,0,-67,0,-71,-67,0,-69,0,0,0,0,0,0,0,-61,-67,-66,0,0,0,0,0,0,0,-67,0,-66,-57,0,0,-60,0,0,0,-59,0,0,-58,-67,0,0,0,-59,0,0,-66,-73,0,0,-59,-71,0,0,0,-67,0,0,-59,-58,-59,-63,0,0,0,0,0,-59,-67,0,-60,0,0,0
10,8,1,0,0,-58,0,-73,-61,0,0,-51,-58,-59,-60,0,0,-72,-52,0,-64,-71,-71,0,-60,0,0,-62,0,-73,0,0,0,-71,0,0,0,-52,-63,-63,0,0,0,0,0,0,0,-58,0,-59,-57,0,-70,-52,-71,0,0,-59,0,0,-64,-58,0,0,0,-59,0,0,-63,-51,0,0,-74,-73,0,0,0,-59,0,0,-63,-63,-59,-58,0,0,0,-71,0,-59,-59,0,-52,0,0,0
10,8,2,0,0,-58,0,0,-61,0,0,-56,-55,-63,-63,0,0,0,-56,0,-71,-69,-69,0,-62,0,0,-61,0,0,0,0,0,-70,0,0,0,-55,-61,-62,0,0,0,0,0,0,0,-54,0,-55,-57,0,-70,-56,-71,0,0,-71,0,0,-71,-54,0,0,0,-63,0,0,-62,-56,0,0,-60,0,0,0,0,-54,0,0,-71,-71,-71,-64,0,0,0,-70,0,-59,-55,0,-56,0,0,0
10,8,3,0,0,-54,0,0,-61,0,0,-56,-59,-55,-55,0,0,0,-56,0,-71,0,0,0,-61,0,0,-61,0,0,0,0,0,0,0,0,0,-56,-61,-61,0,0,0,0,0,0,0,-59,0,-59,-53,0,0,-57,0,0,0,-70,0,0,-70,-58,0,0,0,-54,0,0,-62,-56,0,0,-69,0,0,0,0,-58,0,0,-70,-71,-70,-58,0,0,0,0,0,-54,-59,0,-56,0,0,0
11,8,0,0,0,-54,0,0,-61,0,0,-53,-52,-55,-65,0,0,0,-53,0,-59,0,0,0,-61,0,0,-61,0,0,0,0,0,0,0,0,0,-53,-61,-61,0,0,0,0,0,0,0,-51,0,-51,-64,0,0,-53,0,0,0,-59,0,0,-59,-52,0,0,0,-54,0,0,-61,-53,0,0,-64,0,0,0,0,-52,0,0,-59,-58,-59,-70,0,0,0,0,0,-54,-52,0,-53,0,0,0
11,8,1,0,0,-54,0,-73,-61,0,0,-54,-49,-65,-65,0,0,-73,-54,0,-69,0,0,0,-63,0,-73,-61,0,-73,0,0,0,0,0,0,0,-57,-62,-62,0,0,0,0,0,0,0,-49,0,-49,-64,0,0,-54,0,0,0,-59,-73,0,-68,-49,0,0,0,-54,0,0,-63,-54,0,0,-48,-73,0,0,0,-49,0,0,-59,-68,-66,-60,0,0,0,0,0,-64,-49,0,-55,0,0,0
11,8,2,0,0,-63,0,0,-58,0,0,-52,-57,-65,-65,0,0,0,-52,0,-64,0,-73,0,-61,0,0,-61,0,0,0,0,0,-74,0,0,0,-51,-59,-61,0,0,0,0,0,0,0,-58,0,-57,-66,0,-73,-53,-74,0,0,-64,0,0,-64,-57,0,0,0,-65,0,0,-60,-52,0,0,-54,0,0,0,0,-57,0,0,-64,-64,-65,-57,0,0,0,-73,0,-66,-57,0,-52,0,0,0
11,8,3,0,0,-59,0,0,-68,0,0,-54,-49,-59,-60,0,0,0,-54,0,-61,0,0,0,-68,0,0,-68,0,0,0,0,0,-74,0,0,0,-53,-68,-68,0,0,0,0,0,0,0,-49,0,-49,-60,0,-73,-52,0,0,0,-61,0,0,-61,-53,0,0,0,-65,0,0,-68,-52,0,0,-58,0,0,0,0,-49,0,0,-61,-61,-61,-60,0,0,0,0,0,-58,-49,0,-53,0,0,0
12,8,0,0,0,-59,0,0,-58,0,0,-54,-62,-64,-64,0,0,0,-52,0,-61,-73,-72,0,-58,0,0,-59,0,0,0,0,0,-72,0,0,0,-53,-59,-59,0,0,0,0,0,0,0,-62,0,-63,-60,0,-72,-52,-73,0,0,-56,0,0,-56,-61,0,0,0,-64,0,0,-58,-52,0,0,-55,0,0,0,0,-62,0,0,-56,-56,-56,-60,0,0,0,-73,0,-58,-61,0,-53,0,0,0
